N,M,cells,old_two_B_out,old_B_in,new_branch_image_B_in_u,old_collocation,old_epsilon,new_epsilon_candidate,input_reduction_factor,epsilon_reduction_factor,output_to_new_input_ratio
600,610,65536,5.64600429633140632360638210700000000000000000000000000000000000000000000000000000E-9,7.33785151692553311230445605500000000000000000000000000000000000000000000000000000E-9,4.53063702813089661535091384700000000000000000000000000000000000000000000000000000E-9,8.56348197643922830219900396900000000000000000000000000000000000000000000000000000E-14,1.29839414480767038281938601500000000000000000000000000000000000000000000000000000E-8,1.01767269592820673312403179400000000000000000000000000000000000000000000000000000E-8,6.17433729434358488060987441600000000000000000000000000000000000000000000000000000E-1,7.83793349652661448201030892600000000000000000000000000000000000000000000000000000E-1,1.24618332064015549400745840000000000000000000000000000000000000000000000000000000E+0
