label,N,M,m,rho,r,r_tau_interval_u,q_out,q_gap,q_star,B_in_branch_image_interval_u,tail_floor_interval_u,B_mat_star_arb_u,B_mat_unstar_arb_u,kappa_hat_transport_cert,kappa_diag,kappa_Bmat_star,kappa_Bmat_unstar,epsilon_star_candidate,epsilon_with_unstar_matrix_candidate,lambda_min_cert,lambda_max_cert,residual_delta_cert,norm_T_frob_cert,norm_B0_frob_cert,analytic_branch_sufficient,branch_image_in_Er_sufficient,admissible_chain_sufficient,transport_certified,matrix_certificate_arb,tail_components_interval,status,B_out_interval_u,envelope_convention,output_schema_version,output_leakage_count,B_mat_star_D_M_1_diagnostic_u,B_mat_unstar_D_M_1_diagnostic_u,kappa_Bmat_star_D_M_1_diagnostic_u,kappa_Bmat_unstar_D_M_1_diagnostic_u,C_GL_safe_u,C_GL_core_D_M_1_l,C_GL_core_D_M_1_u,D_safe_u,quadrature_prefactor_route,finite_M_prefactor_certified,total_certified,noncollocation_rss_interval_u
wide branch-image row with unconditional finite-M prefactor N=600,600,610,10,2.45,2.225974769705636,2.083512384444475,0.908561130492096,0.936,0.936,1.164115522840074e-17,1.164116941315295e-17,1.2368376866952936e-30,1.3921293852912253e-30,606.3698789163997,1.4047278338437057,7.4998111832066495e-28,8.441453267950022e-28,1.1641169413902933e-17,1.1641169413997097e-17,0.0005268362927254,193.70950202413064,1.7e-15,13.917956100812024,43.56745160886237,True,True,True,True,True,True,wide branch-image row with unconditional safe finite-M certificate,1.8172892061926343e-20,compressed one-output branch-image envelope,2,1,3.415135516708614e-31,3.843924355397704e-31,2.0708353097496996e-28,2.330839945946305e-28,13.517241379310349,3.7323580627422177,3.7323580627422186,3.621635746646193,Chebyshev truncation through degree 2M-1,True,True,1.164116941315295e-17
