N,M,map_name,eig_index,eig,eig_re,eig_im,eig_abs,gram_error,gram_error_float
20,30,blaschke_mu_0p3,0,1.0,1.0,2.9505297221241524e-181,1.0,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,1,0.422499999990040732885136767041932606476956578908174806603231472319865121264043806907786492,0.42249999999004073,1.3606574918286877e-181,0.42249999999004073,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,2,0.299999999989507091972738955663314365933738193219453011704552335063301298204479156197076248,0.2999999999895071,2.8921280853388514e-182,0.2999999999895071,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,3,0.178506318709462175230189485000337562931392321627438196740329243318858942411686432990673141,0.17850631870946218,2.9362176290224643e-181,0.17850631870946218,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,4,(0.012358348983290404678249825108811545440081796833975837676629580115274325061910066313773617 - 0.0306313594486741006931443233998811339488199899711517062896243199753621276601691850675197477j),0.012358348983290404,-0.0306313594486741,0.03303042493318351,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,5,0.0782804278570062405837019773901473687162043464025340652266608291582608321068113645940211366,0.07828042785700624,-3.432432559884405e-181,0.07828042785700624,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,6,0.089243099444746116427171937976765374715546418803215336164121136612395591919385577800045204,0.08924309944474612,6.720497972288328e-182,0.08924309944474612,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,7,(0.012358348983290404678249825108811545440081796833975837676629580115274325061910066313773617 + 0.0306313594486741006931443233998811339488199899711517062896243199753621276601691850675197477j),0.012358348983290404,0.0306313594486741,0.03303042493318351,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,8,(0.0450332732107086260821904508238851273724517849165263672869982119520777966373835683429220711 - 0.019764178837348874262015831334832234225990275987408459855073310743601050593799156998424541j),0.04503327321070862,-0.019764178837348875,0.049179451615334595,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,9,(0.0450332732107086260821904508238851273724517849165263672869982119520777966373835683429220711 + 0.019764178837348874262015831334832234225990275987408459855073310743601050593799156998424541j),0.04503327321070862,0.019764178837348875,0.049179451615334595,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,10,0.64999999999999790243157538054193085905188840026607761634442690819101231438232951533562817,0.6499999999999979,-1.2104719908039238e-181,0.6499999999999979,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,11,0.300000000002872687596441320007363524764165208352450285486328564597559590527234150448004491,0.3000000000028727,4.770351225680883e-181,0.3000000000028727,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,12,0.274624999858967850683558072263063545037723776956349591569318559767584761994260784406161926,0.2746249998589679,-3.2209520286635426e-181,0.2746249998589679,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,13,0.116035814382947643476511198339919914762783693488705938162774503475397655485176080032173406,0.11603581438294765,-2.1900436816480726e-181,0.11603581438294765,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,14,0.0898770220476044308457705826833530993339924126422804646198531132301018294663691708299570205,0.08987702204760444,3.8459807900977576e-181,0.08987702204760444,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
20,30,blaschke_mu_0p3,15,(0.00793096594660879646734963451583366437617646735681800672589937290893372137550445397279653196 - 0.0263556415190381293009266666073270453362701276779871878407236711772023533643835686213667616j),0.007930965946608796,-0.02635564151903813,0.027523082326046167,1.21551741214991112756260901046362971555303114826680899146484674681066139687312714424934771e-178,1.2155174121499112e-178
