N,M,map_name,name,family,power,multiplicity,target,target_float,target_real_float,target_imag_float,target_abs_float,error,error_float,selected,gram_error,gram_error_float,m,is_reference_M,reference_error_at_max_M,excess_ratio_to_max_M,log10_excess_ratio_to_max_M
6,30,blaschke_mu_0p3,alpha^18,alpha,18,1,0.000428983333404378483310699462890625,0.0004289833334043785,0.0004289833334043785,0.0,0.0004289833334043785,nan,,[],5.92738565168205544675329471240688712921397259187334814721718979824433113245250737062179542e-180,5.927385651682055e-180,24,False,,,
6,32,blaschke_mu_0p3,alpha^1,alpha,1,1,0.65,0.65,0.65,0.0,0.65,0.00000714264223622027887320653311185957978424030795991932584732178599847530941668885053013056346,7.142642236220279e-06,['0.649992857357763779721126793466888140420215759692040080674152678214001524690583311149469869'],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,7.142642236220279e-06,1.0,0.0
6,32,blaschke_mu_0p3,alpha^2,alpha,2,1,0.4225,0.4225,0.4225,0.0,0.4225,0.0488924497757210225611191565713529431551714167877282634941721790541901079069072671570397136,0.04889244977572102,['(0.405828236300356229807144174500781475759920205525915413879444922150259121686026000542581397 + 0.0459622012115895395534124734862099149113289927883061244309905666413287371702514756563631671j)'],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,0.04889244977572102,1.0,0.0
6,32,blaschke_mu_0p3,mu^1,mu,1,2,0.3,0.3,0.3,0.0,0.3,0.0722125972397613583512364038483306406392599031485745391738433277852075230049669921956287785,0.07221259723976135,"['(0.331039407607637567874809352638404389388040800358601478601815505957189991294532651523513443 + 0.0652013372215549029097646628014605988411128689019041987682990706272998214889709649393858471j)', '(0.331039407607637567874809352638404389388040800358601478601815505957189991294532651523513443 - 0.0652013372215549029097646628014605988411128689019041987682990706272998214889709649393858471j)']",1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,0.07221259723976135,1.0,0.0
6,32,blaschke_mu_0p3,alpha^3,alpha,3,1,0.274625,0.274625,0.274625,0.0,0.274625,0.139020909060118570477720324166365537546736229591243993327547999311787679042521290047475874,0.13902090906011857,['(0.405828236300356229807144174500781475759920205525915413879444922150259121686026000542581397 - 0.0459622012115895395534124734862099149113289927883061244309905666413287371702514756563631671j)'],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,0.13902090906011857,1.0,0.0
6,32,blaschke_mu_0p3,alpha^4,alpha,4,1,0.17850625,0.17850625,0.17850625,0.0,0.17850625,0.82149375,0.82149375,['1.0'],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,0.82149375,1.0,0.0
6,32,blaschke_mu_0p3,alpha^5,alpha,5,1,0.1160290625,0.1160290625,0.1160290625,0.0,0.1160290625,nan,,[],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,,,
6,32,blaschke_mu_0p3,mu^2,mu,2,2,0.09,0.09,0.09,0.0,0.09,nan,,[],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,,,
6,32,blaschke_mu_0p3,alpha^6,alpha,6,1,0.075418890625,0.075418890625,0.075418890625,0.0,0.075418890625,nan,,[],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,,,
6,32,blaschke_mu_0p3,alpha^7,alpha,7,1,0.04902227890625,0.04902227890625,0.04902227890625,0.0,0.04902227890625,nan,,[],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,,,
6,32,blaschke_mu_0p3,alpha^8,alpha,8,1,0.0318644812890625,0.0318644812890625,0.0318644812890625,0.0,0.0318644812890625,nan,,[],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,,,
6,32,blaschke_mu_0p3,mu^3,mu,3,2,0.027,0.027,0.027,0.0,0.027,nan,,[],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,,,
6,32,blaschke_mu_0p3,alpha^9,alpha,9,1,0.020711912837890625,0.020711912837890624,0.020711912837890624,0.0,0.020711912837890624,nan,,[],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,,,
6,32,blaschke_mu_0p3,alpha^10,alpha,10,1,0.01346274334462890625,0.013462743344628906,0.013462743344628906,0.0,0.013462743344628906,nan,,[],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,,,
6,32,blaschke_mu_0p3,alpha^11,alpha,11,1,0.0087507831740087890625,0.00875078317400879,0.00875078317400879,0.0,0.00875078317400879,nan,,[],1.76169496437321569137273060038496248850284839519446827833273698559925573744876532694933737e-179,1.7616949643732157e-179,26,False,,,
