N,M_base,M_comparison,z_base_re,z_base_im,z_comparison_re,z_comparison_im,displacement_abs
20,20,30,0.007404127440041467,-0.02729353241104989,0.007930965946608796,-0.02635564151903813,0.0010757314429357863
20,20,30,0.007404127440041467,0.02729353241104989,0.007930965946608796,0.02635564151903813,0.0010757314429357863
20,20,30,0.012352103658064493,-0.030584825891452398,0.012358348983290404,-0.0306313594486741,4.695078311256388e-05
20,20,30,0.012352103658064493,0.030584825891452398,0.012358348983290404,0.0306313594486741,4.695078311256388e-05
20,20,30,0.03720004947014696,-0.020983510435613383,0.03667455173960417,-0.019773495606795928,0.0013191981468921791
20,20,30,0.03720004947014696,0.020983510435613383,0.03667455173960417,0.019773495606795928,0.0013191981468921791
20,20,30,0.045002450886354295,-0.019734420287627234,0.04503327321070862,-0.019764178837348875,4.284375053772458e-05
20,20,30,0.045002450886354295,0.019734420287627234,0.04503327321070862,0.019764178837348875,4.284375053772458e-05
