map_label,N,rho,r,cells,precision_bits,output_schema_version,output_leakage_count,C_resp_coherent_packet_cert_u,C_resp_scaled_legendre_cert_u,C_resp_whole_ellipse_fallback_u,C_resp_selected_cert_u,response_prefactor_selection,response_prefix_terms,response_boundary_cells,response_selection_coherent_cells,response_selection_scaled_cells,response_selection_fallback_cells,scaled_legendre_branch_row_cert_u,branch_image_response_prefactor_interval_u,branch_image_response_prefactor_interval_role,max_branch_q_interval_u,max_phi_sum_interval_u,max_abs_mu_cos_interval_u,min_abs_denominator_interval_l,scaled_legendre_max_cell,selected_max_cell,lambda_min_cert,T_inverse_norm_cert,response_prefactor_with_Tinv_cert,response_prefactor_with_Tinv_role,Z_tail_N_inferred,B_out_response_prefactor_cert,old_prefactor,old_B_out_comparator,prefactor_improvement_vs_old,B_out_improvement_vs_old,seconds,response_boundary_cover_certified,response_coherent_prefix_certified,response_remainder_certified,response_scaled_legendre_certified,response_whole_ellipse_fallback_certified,response_prefactor_certified,finite_M_prefactor_certified,status
blaschke_mu_0p3,600,2.725,2.473669807791324,65536,192,3,1,2.12513094458366,357.6580646142038,12.948435637965657,2.12513094458366,"cellwise minimum of coherent packet, scaled Legendre, and whole-ellipse fallback certificates",24,65536,65536,0,0,8.223655021839056,8.223655021839056,compatibility alias for the untransported scaled-Legendre branch row,0.9269175968715795,4.728315062820912,0.9794124611733951,0.20186697738245127,16384,56963,0.0005286810245154073,43.49137502295431,357.6580646142038,compatibility alias for the complete scaled-Legendre candidate,1.342991997508597e-23,2.8540338522337406e-23,1756.079109529242,2.3584001910897947e-20,826.3392493554229,826.3392493554229,13.789529800415039,True,True,True,True,True,True,True,interval-certified coherent resolved response with independent scaled-Legendre and whole-ellipse fallbacks
