N,M,rho,r,matrix_precision_bits,contour_precision_bits,eta_A_upper,target_count,certified_multiplicity,count_route_summary,moat_route_summary,minimum_lifted_moat_lower,maximum_small_gain_product_upper,mathematical_matrix_certified,contour_resolvent_certification,finite_count_certification,theorem_scope
600,610,2.725,2.473669807791324,2048,256,3.38762223735399e-154,24,30,24 Schur-derived counts,17 Schur-triangular moats; 7 Laurent moats,1.636120221822048e-13,2.033128947087571e-07,True,complete-circle theorem-certified,all 24 Schur-diagonal counts transported to the mathematical Hardy matrix,finite-to-exact Riesz-rank certification
