map_label,N,rho,r,mu,cells,precision_bits,prefix_terms,J,branchwise_profile_cert_u,combined_row_cert_u,combined_over_branchwise_u,maximum_branch_radius_u,branchwise_max_cell,combined_max_cell,seconds,boundary_cover_certified,exact_prefix_certified,geometric_remainder_certified,branchwise_profile_certified,combined_row_certified,status
blaschke_mu_0p3,600,2.725,2.473669807791324,0.3,65536,192,24,623,3.3264421486719304e-20,3.3264421486719304e-20,1.0000000000000002,2.292888073691716,25445,25445,20.819618701934814,True,True,True,True,True,complete Arb boundary cover with exact Chebyshev prefix and certified geometric remainder
