map_label,N,rho,r,r_tau,q_gap_target,phi_star_upper,mu,cells,precision_bits,prefix_terms,q_gap_target_text,q_gap_derived_decimal_text,q_gap_derived_exact_numerator,q_gap_derived_exact_denominator,q_gap_derived_le_target,K,C_resp_coherent_packet_cert_u,C_resp_whole_ellipse_fallback_u,resolved_restriction_norm_u,coherent_max_cell,maximum_branch_radius_u,seconds,response_boundary_cover_certified,response_coherent_prefix_certified,response_remainder_certified,response_whole_ellipse_fallback_certified,status
blaschke_mu_0p3,600,2.725,2.473669807791324109321273260,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,0.927,4.72831506282091140747070312500000000000000000000000000000000000000000000000000000E+0,0.3,65536,192,24,0.927,9.26999999999999999999999999991914846542167451396937859056592947604137622546055505279316299766874860285573953029E-1,573272977955639362335205078,618417451947831027330318315,True,24,2.1251309445836597,12.948435637965652,2.7384883337788026,56963,2.292888073691716,10.97925329208374,True,True,True,True,complete Arb boundary cover with coherent resolved packet prefix and certified local remainder
