rho,q_gap_target,r_candidate,q_out,q_star,r_tau_interval_u,phi_star_interval_u,two_B_out_u,branch_image_B_in_u,tail_floor_u,input_over_output,max_input_cell,Z_tail_out_u,Z_terms_used,cells,max_abs_mu_cos_u,acos_unit_disk_margin_l,min_abs_1_minus_y2_l,branch1_r_tau_u,branch2_r_tau_u,branch1_phi_u,branch2_phi_u,status,nearest_basic_singularity_radius,basic_singularity_margin,basic_singularity_safe,analytic_branch_sufficient,branch_image_in_Er_sufficient,admissible_chain_sufficient,q_gap_certified_u,configuration_digest,producer_schema,boundary_blocks,rho_grid_index,q_gap_grid_index,selected,selection_rank,selection_rule
2.725,0.926,2.47634115747576398416935238900000000000000000000000000000000000000000000000000000E+0,9.08749048614959260245633904100000000000000000000000000000000000000000000000000000E-1,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,4.72831506282091140747070312500000000000000000000000000000000000000000000000000000E+0,8.86103825656724562710817317700000000000000000000000000000000000000000000000000000E-20,1.83146142803442048778489501100000000000000000000000000000000000000000000000000000E-20,1.06924996846016661148930681900000000000000000000000000000000000000000000000000000E-19,2.06687001568586636058533467600000000000000000000000000000000000000000000000000000E-1,25350,2.59420142960026227711194379400000000000000000000000000000000000000000000000000000E-23,493,65536,9.79412461173394977009820650000000000000000000000000000000000000000000000000000000E-1,2.05875388266050229901793500000000000000000000000000000000000000000000000000000000E-2,4.07502769376151263713836669900000000000000000000000000000000000000000000000000000E-2,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,2.39343874529004096984863281200000000000000000000000000000000000000000000000000000E+0,2.39343874529004096984863281200000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,2.45216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,2,1,False,11,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.7125,0.926,2.46583458768368797219855224100000000000000000000000000000000000000000000000000000E+0,9.09063442464032432146931701700000000000000000000000000000000000000000000000000000E-1,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.28336282819509506225585937500000000000000000000000000000000000000000000000000000E+0,3.86796364560723304748535156200000000000000000000000000000000000000000000000000000E+0,8.97853498511337810371570594900000000000000000000000000000000000000000000000000000E-20,1.82474153501211207941923992000000000000000000000000000000000000000000000000000000E-20,1.08032765201254901831349458700000000000000000000000000000000000000000000000000000E-19,2.03233772328957497479929149900000000000000000000000000000000000000000000000000000E-1,25368,3.21181371147143753806325816900000000000000000000000000000000000000000000000000000E-23,495,65536,9.69081573249852556983796603200000000000000000000000000000000000000000000000000000E-1,3.09184267501474430162033968000000000000000000000000000000000000000000000000000000E-2,6.08803490176796913146972656200000000000000000000000000000000000000000000000000000E-2,2.28336282819509506225585937500000000000000000000000000000000000000000000000000000E+0,2.28336282819509506225585937500000000000000000000000000000000000000000000000000000E+0,1.96850541606545448303222656200000000000000000000000000000000000000000000000000000E+0,1.96850541606545448303222656200000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,3.70216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,1,1,False,12,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.745,0.928,2.48783004694971544989224137900000000000000000000000000000000000000000000000000000E+0,9.06313314007182313257647132700000000000000000000000000000000000000000000000000000E-1,9.28000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,1.09428839236497879028320312500000000000000000000000000000000000000000000000000000E+1,4.20061267069057589226869417900000000000000000000000000000000000000000000000000000E-20,6.79397200327208107100086409700000000000000000000000000000000000000000000000000000E-20,1.09945846739626569632695582800000000000000000000000000000000000000000000000000000E-19,1.61737644860152266475773301700000000000000000000000000000000000000000000000000000E+0,25323,5.02769761884038931229422567900000000000000000000000000000000000000000000000000000E-24,480,65536,9.96171594597399234771728515600000000000000000000000000000000000000000000000000000E-1,3.82840540260076522827148440000000000000000000000000000000000000000000000000000000E-3,7.63589467533165588974952697800000000000000000000000000000000000000000000000000000E-3,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,5.49891664832830429077148437500000000000000000000000000000000000000000000000000000E+0,5.49891664832830429077148437500000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,4.52165887108587733433227547300000000000000000000000000000000000000000000000000000E-3,True,True,True,True,9.28000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,5,3,False,13,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.745,0.927,2.49051379025818331984897518900000000000000000000000000000000000000000000000000000E+0,9.07290998272562229453178575100000000000000000000000000000000000000000000000000000E-1,9.27000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,1.09428839236497879028320312500000000000000000000000000000000000000000000000000000E+1,7.88131461117405320032640698800000000000000000000000000000000000000000000000000000E-20,3.53423956078691798383351560400000000000000000000000000000000000000000000000000000E-20,1.14155541719609711841599225900000000000000000000000000000000000000000000000000000E-19,4.48432746965348472762932421200000000000000000000000000000000000000000000000000000E-1,25323,9.70308954936946978688170321000000000000000000000000000000000000000000000000000000E-24,485,65536,9.96171594597399234771728515600000000000000000000000000000000000000000000000000000E-1,3.82840540260076522827148440000000000000000000000000000000000000000000000000000000E-3,7.63589467533165588974952697800000000000000000000000000000000000000000000000000000E-3,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,5.49891664832830429077148437500000000000000000000000000000000000000000000000000000E+0,5.49891664832830429077148437500000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,4.52165887108587733433227547300000000000000000000000000000000000000000000000000000E-3,True,True,True,True,9.27000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,5,2,False,14,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.735,0.926,2.48476578481897679569911750800000000000000000000000000000000000000000000000000000E+0,9.08506685491399194039896712100000000000000000000000000000000000000000000000000000E-1,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.30089311674237251281738281200000000000000000000000000000000000000000000000000000E+0,6.11983631178736686706542968800000000000000000000000000000000000000000000000000000E+0,9.72357492725085184730588859200000000000000000000000000000000000000000000000000000E-20,1.83445332174617835601154892500000000000000000000000000000000000000000000000000000E-20,1.15580282489970302033174375200000000000000000000000000000000000000000000000000000E-19,1.88660378047277894099263719700000000000000000000000000000000000000000000000000000E-1,25336,2.20022750939835988491683785900000000000000000000000000000000000000000000000000000E-23,492,65536,9.87756485236774395275460847200000000000000000000000000000000000000000000000000000E-1,1.22435147632256047245391528000000000000000000000000000000000000000000000000000000E-2,2.43353500554803758859634399400000000000000000000000000000000000000000000000000000E-2,2.30089311674237251281738281200000000000000000000000000000000000000000000000000000E+0,2.30089311674237251281738281200000000000000000000000000000000000000000000000000000E+0,3.08489512279629707336425781200000000000000000000000000000000000000000000000000000E+0,3.08489512279629707336425781200000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,1.45216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,3,1,False,15,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.700,0.926,2.45535907136441306985480224100000000000000000000000000000000000000000000000000000E+0,9.09392248653486322168445274400000000000000000000000000000000000000000000000000000E-1,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.27366250008344650268554687500000000000000000000000000000000000000000000000000000E+0,3.36169266141951084136962890600000000000000000000000000000000000000000000000000000E+0,9.75930539252184287753249945000000000000000000000000000000000000000000000000000000E-20,1.81574618463540619528079893700000000000000000000000000000000000000000000000000000E-20,1.15750515771572490728132983900000000000000000000000000000000000000000000000000000E-19,1.86052809252873502242307347700000000000000000000000000000000000000000000000000000E-1,25515,4.01500645420996321918386545100000000000000000000000000000000000000000000000000000E-23,497,65536,9.58859871596621005096494627700000000000000000000000000000000000000000000000000000E-1,4.11401284033789949035053723000000000000000000000000000000000000000000000000000000E-2,8.05873851059004664421081543000000000000000000000000000000000000000000000000000000E-2,2.27366250008344650268554687500000000000000000000000000000000000000000000000000000E+0,2.27366250008344650268554687500000000000000000000000000000000000000000000000000000E+0,1.72011542320251464843750000000000000000000000000000000000000000000000000000000000E+0,1.72011542320251464843750000000000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,4.95216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,0,1,False,16,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.740,0.926,2.48898270883905192430796942500000000000000000000000000000000000000000000000000000E+0,9.08387849941259826389769863300000000000000000000000000000000000000000000000000000E-1,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.30479798838496208190917968800000000000000000000000000000000000000000000000000000E+0,7.54392751678824424743652343800000000000000000000000000000000000000000000000000000E+0,1.10540289022597513965187838100000000000000000000000000000000000000000000000000000E-19,1.83595848450424883072124553900000000000000000000000000000000000000000000000000000E-20,1.28899873867640002272400293400000000000000000000000000000000000000000000000000000E-19,1.66089531766008661273344107300000000000000000000000000000000000000000000000000000E-1,25329,2.02946510032627654002884309100000000000000000000000000000000000000000000000000000E-23,491,65536,9.91955120027729453369147449800000000000000000000000000000000000000000000000000000E-1,8.04487997227054663085255020000000000000000000000000000000000000000000000000000000E-3,1.60222009581048041582107543900000000000000000000000000000000000000000000000000000E-2,2.30479798838496208190917968800000000000000000000000000000000000000000000000000000E+0,2.30479798838496208190917968800000000000000000000000000000000000000000000000000000E+0,3.79557037353515625000000000000000000000000000000000000000000000000000000000000000E+0,3.79557037353515625000000000000000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,9.52165887108587733433227547300000000000000000000000000000000000000000000000000000E-3,True,True,True,True,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,4,1,False,17,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.7125,0.929,2.45787172033917660092126951000000000000000000000000000000000000000000000000000000E+0,9.06127823166516719233647745700000000000000000000000000000000000000000000000000000E-1,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.28336282819509506225585937500000000000000000000000000000000000000000000000000000E+0,3.86796364560723304748535156200000000000000000000000000000000000000000000000000000E+0,1.35901830411482533726720028100000000000000000000000000000000000000000000000000000E-20,1.29624210375190829080563225400000000000000000000000000000000000000000000000000000E-19,1.43214393416339082453235228200000000000000000000000000000000000000000000000000000E-19,9.53807685906184087409765184200000000000000000000000000000000000000000000000000000E+0,25368,4.46677836020425966312337622000000000000000000000000000000000000000000000000000000E-24,479,65536,9.69081573249852556983796603200000000000000000000000000000000000000000000000000000E-1,3.09184267501474430162033968000000000000000000000000000000000000000000000000000000E-2,6.08803490176796913146972656200000000000000000000000000000000000000000000000000000E-2,2.28336282819509506225585937500000000000000000000000000000000000000000000000000000E+0,2.28336282819509506225585937500000000000000000000000000000000000000000000000000000E+0,1.96850541606545448303222656200000000000000000000000000000000000000000000000000000E+0,1.96850541606545448303222656200000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,3.70216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,1,4,False,18,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.725,0.929,2.46834436148822115106654500800000000000000000000000000000000000000000000000000000E+0,9.05814444582833449932677067000000000000000000000000000000000000000000000000000000E-1,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,4.72831506282091140747070312500000000000000000000000000000000000000000000000000000E+0,1.34138727236101641003948853900000000000000000000000000000000000000000000000000000E-20,1.30101671610913397706373299900000000000000000000000000000000000000000000000000000E-19,1.43515544334523561806768185300000000000000000000000000000000000000000000000000000E-19,9.69903877065401856058613473000000000000000000000000000000000000000000000000000000E+0,25350,3.60827872816485775349152179000000000000000000000000000000000000000000000000000000E-24,477,65536,9.79412461173394977009820650000000000000000000000000000000000000000000000000000000E-1,2.05875388266050229901793500000000000000000000000000000000000000000000000000000000E-2,4.07502769376151263713836669900000000000000000000000000000000000000000000000000000E-2,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,2.39343874529004096984863281200000000000000000000000000000000000000000000000000000E+0,2.39343874529004096984863281200000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,2.45216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,2,4,False,19,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.700,0.929,2.44743003238261195122233248100000000000000000000000000000000000000000000000000000E+0,9.06455567549115537489752770800000000000000000000000000000000000000000000000000000E-1,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.27366250008344650268554687500000000000000000000000000000000000000000000000000000E+0,3.36169266141951084136962890600000000000000000000000000000000000000000000000000000E+0,1.47701959416312023582359329600000000000000000000000000000000000000000000000000000E-20,1.28985286246990071873747875700000000000000000000000000000000000000000000000000000E-19,1.43755482188621274231983808600000000000000000000000000000000000000000000000000000E-19,8.73280806542537273634869817000000000000000000000000000000000000000000000000000000E+0,25515,5.58309723609526853984353996400000000000000000000000000000000000000000000000000000E-24,481,65536,9.58859871596621005096494627700000000000000000000000000000000000000000000000000000E-1,4.11401284033789949035053723000000000000000000000000000000000000000000000000000000E-2,8.05873851059004664421081543000000000000000000000000000000000000000000000000000000E-2,2.27366250008344650268554687500000000000000000000000000000000000000000000000000000E+0,2.27366250008344650268554687500000000000000000000000000000000000000000000000000000E+0,1.72011542320251464843750000000000000000000000000000000000000000000000000000000000E+0,1.72011542320251464843750000000000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,4.95216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,0,4,False,20,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.735,0.929,2.47674178336100378128889430800000000000000000000000000000000000000000000000000000E+0,9.05572864117368841421899198500000000000000000000000000000000000000000000000000000E-1,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.30089311674237251281738281200000000000000000000000000000000000000000000000000000E+0,6.11983631178736686706542968800000000000000000000000000000000000000000000000000000E+0,1.47208740566380011979138308600000000000000000000000000000000000000000000000000000E-20,1.30314207003263774551062113900000000000000000000000000000000000000000000000000000E-19,1.45035081059901775748975944800000000000000000000000000000000000000000000000000000E-19,8.85234168174286633906160151300000000000000000000000000000000000000000000000000000E+0,25336,3.06058235425700398462991345500000000000000000000000000000000000000000000000000000E-24,476,65536,9.87756485236774395275460847200000000000000000000000000000000000000000000000000000E-1,1.22435147632256047245391528000000000000000000000000000000000000000000000000000000E-2,2.43353500554803758859634399400000000000000000000000000000000000000000000000000000E-2,2.30089311674237251281738281200000000000000000000000000000000000000000000000000000E+0,2.30089311674237251281738281200000000000000000000000000000000000000000000000000000E+0,3.08489512279629707336425781200000000000000000000000000000000000000000000000000000E+0,3.08489512279629707336425781200000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,1.45216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,3,4,False,21,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.740,0.929,2.48094508975776327439093615500000000000000000000000000000000000000000000000000000E+0,9.05454412320351559996692027400000000000000000000000000000000000000000000000000000E-1,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.30479798838496208190917968800000000000000000000000000000000000000000000000000000E+0,7.54392751678824424743652343800000000000000000000000000000000000000000000000000000E+0,1.67358126649520012452936549600000000000000000000000000000000000000000000000000000E-20,1.30421129370218356792309725900000000000000000000000000000000000000000000000000000E-19,1.47156942035170358037603380900000000000000000000000000000000000000000000000000000E-19,7.79293673879041403880801574900000000000000000000000000000000000000000000000000000E+0,25329,2.82317402812368052100341271900000000000000000000000000000000000000000000000000000E-24,475,65536,9.91955120027729453369147449800000000000000000000000000000000000000000000000000000E-1,8.04487997227054663085255020000000000000000000000000000000000000000000000000000000E-3,1.60222009581048041582107543900000000000000000000000000000000000000000000000000000E-2,2.30479798838496208190917968800000000000000000000000000000000000000000000000000000E+0,2.30479798838496208190917968800000000000000000000000000000000000000000000000000000E+0,3.79557037353515625000000000000000000000000000000000000000000000000000000000000000E+0,3.79557037353515625000000000000000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,9.52165887108587733433227547300000000000000000000000000000000000000000000000000000E-3,True,True,True,True,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,4,4,False,22,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.745,0.929,2.48515208134481801668460710400000000000000000000000000000000000000000000000000000E+0,9.05337734551846272016250311300000000000000000000000000000000000000000000000000000E-1,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,1.09428839236497879028320312500000000000000000000000000000000000000000000000000000E+1,2.24158209122115110752896910200000000000000000000000000000000000000000000000000000E-20,1.30524155679314872248590627000000000000000000000000000000000000000000000000000000E-19,1.52939976591526383323880318000000000000000000000000000000000000000000000000000000E-19,5.82285860466564353696590448800000000000000000000000000000000000000000000000000000E+0,25323,2.60728608817317730597459331200000000000000000000000000000000000000000000000000000E-24,475,65536,9.96171594597399234771728515600000000000000000000000000000000000000000000000000000E-1,3.82840540260076522827148440000000000000000000000000000000000000000000000000000000E-3,7.63589467533165588974952697800000000000000000000000000000000000000000000000000000E-3,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,5.49891664832830429077148437500000000000000000000000000000000000000000000000000000E+0,5.49891664832830429077148437500000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,4.52165887108587733433227547300000000000000000000000000000000000000000000000000000E-3,True,True,True,True,9.29000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,5,4,False,23,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.745,0.926,2.49320332998848373380129589600000000000000000000000000000000000000000000000000000E+0,9.08270794167025039636173368400000000000000000000000000000000000000000000000000000E-1,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,1.09428839236497879028320312500000000000000000000000000000000000000000000000000000E+1,1.48050607873411643103520144900000000000000000000000000000000000000000000000000000E-19,1.83740880185103371727569798600000000000000000000000000000000000000000000000000000E-20,1.66424695891921980276277124800000000000000000000000000000000000000000000000000000E-19,1.24106805655406790226391229000000000000000000000000000000000000000000000000000000E-1,25323,1.87418899783516123416068337400000000000000000000000000000000000000000000000000000E-23,491,65536,9.96171594597399234771728515600000000000000000000000000000000000000000000000000000E-1,3.82840540260076522827148440000000000000000000000000000000000000000000000000000000E-3,7.63589467533165588974952697800000000000000000000000000000000000000000000000000000E-3,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,2.30870628356933593750000000000000000000000000000000000000000000000000000000000000E+0,5.49891664832830429077148437500000000000000000000000000000000000000000000000000000E+0,5.49891664832830429077148437500000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,4.52165887108587733433227547300000000000000000000000000000000000000000000000000000E-3,True,True,True,True,9.26000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,5,1,False,24,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.725,0.925,2.47901828305141345874683277000000000000000000000000000000000000000000000000000000E+0,9.09731480018867324310764319200000000000000000000000000000000000000000000000000000E-1,9.25000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,4.72831506282091140747070312500000000000000000000000000000000000000000000000000000E+0,1.66665452536872622813911634300000000000000000000000000000000000000000000000000000E-19,9.51575854078250599387133189600000000000000000000000000000000000000000000000000000E-21,1.76181211077655128807782966200000000000000000000000000000000000000000000000000000E-19,5.70949671688994142615119087000000000000000000000000000000000000000000000000000000E-2,25350,5.01532575674171408325661914300000000000000000000000000000000000000000000000000000E-23,499,65536,9.79412461173394977009820650000000000000000000000000000000000000000000000000000000E-1,2.05875388266050229901793500000000000000000000000000000000000000000000000000000000E-2,4.07502769376151263713836669900000000000000000000000000000000000000000000000000000E-2,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,2.39343874529004096984863281200000000000000000000000000000000000000000000000000000E+0,2.39343874529004096984863281200000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,2.45216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.25000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,2,0,False,25,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.7125,0.925,2.46850035480550817541173986500000000000000000000000000000000000000000000000000000E+0,9.10046213753182737478982438700000000000000000000000000000000000000000000000000000E-1,9.25000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.28336282819509506225585937500000000000000000000000000000000000000000000000000000E+0,3.86796364560723304748535156200000000000000000000000000000000000000000000000000000E+0,1.68882202214497629838444966300000000000000000000000000000000000000000000000000000E-19,9.48084616633343893882216627700000000000000000000000000000000000000000000000000000E-21,1.78363048380831068777267132600000000000000000000000000000000000000000000000000000E-19,5.61388117990775420252603347500000000000000000000000000000000000000000000000000000E-2,25368,6.20960659026474459317240465900000000000000000000000000000000000000000000000000000E-23,501,65536,9.69081573249852556983796603200000000000000000000000000000000000000000000000000000E-1,3.09184267501474430162033968000000000000000000000000000000000000000000000000000000E-2,6.08803490176796913146972656200000000000000000000000000000000000000000000000000000E-2,2.28336282819509506225585937500000000000000000000000000000000000000000000000000000E+0,2.28336282819509506225585937500000000000000000000000000000000000000000000000000000E+0,1.96850541606545448303222656200000000000000000000000000000000000000000000000000000E+0,1.96850541606545448303222656200000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,3.70216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.25000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,1,0,False,26,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
2.735,0.925,2.48745201809986217601879222900000000000000000000000000000000000000000000000000000E+0,9.09488854881119625601020924700000000000000000000000000000000000000000000000000000E-1,9.25000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,2.30089311674237251281738281200000000000000000000000000000000000000000000000000000E+0,6.11983631178736686706542968800000000000000000000000000000000000000000000000000000E+0,1.82883112011585799685470724600000000000000000000000000000000000000000000000000000E-19,9.53130357913547227023711266900000000000000000000000000000000000000000000000000000E-21,1.92414415590721271955707837300000000000000000000000000000000000000000000000000000E-19,5.21169148659918699019896354900000000000000000000000000000000000000000000000000000E-2,25336,4.25352542504390030598261978700000000000000000000000000000000000000000000000000000E-23,498,65536,9.87756485236774395275460847200000000000000000000000000000000000000000000000000000E-1,1.22435147632256047245391528000000000000000000000000000000000000000000000000000000E-2,2.43353500554803758859634399400000000000000000000000000000000000000000000000000000E-2,2.30089311674237251281738281200000000000000000000000000000000000000000000000000000E+0,2.30089311674237251281738281200000000000000000000000000000000000000000000000000000E+0,3.08489512279629707336425781200000000000000000000000000000000000000000000000000000E+0,3.08489512279629707336425781200000000000000000000000000000000000000000000000000000E+0,ok,2.74952165887108587733433227500000000000000000000000000000000000000000000000000000E+0,1.45216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,9.25000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,phase2-geometry-v2,24,3,0,False,27,minimum certified historical tail-floor upper; q-star and grid order are tie-breakers
