label,N,M,m,rho,r,r_tau,q_out,q_gap,q_star,q_gap_target_text,q_gap_derived_decimal_text,q_gap_derived_exact_numerator,q_gap_derived_exact_denominator,q_gap_derived_le_target,B_out,B_in,B_in_selection,B_in_branchwise,B_in_combined_row,collocation,matrix_selection,collocation_starred,collocation_ordinary,noncollocation_rss,noncollocation_sum,epsilon,epsilon_triangle_check,kappa_hat,kappa_diag,lambda_min_cert,lambda_max_cert,residual_delta_cert,transport_certified,matrix_certified,tail_components_interval,input_boundary_cover_certified,input_exact_prefix_certified,input_geometric_remainder_certified,input_branchwise_profile_certified,input_combined_row_certified,response_prefactor_certified,finite_M_prefactor_certified,C_resp_coherent_packet_cert_u,C_resp_scaled_legendre_cert_u,C_resp_whole_ellipse_fallback_u,C_resp_selected_cert_u,response_prefactor_selection,response_prefix_terms,response_boundary_cells,response_boundary_cover_certified,response_coherent_prefix_certified,response_remainder_certified,status,B_mat,tail_total,epsilon_upper_text,epsilon_triangle_upper_text,q_gap_upper_text,q_star_upper_text,input_tail_certified,certified,C_tr,output_tail_mode,transport_route,tail_mismatch_certified,branch_data_certified
balanced branch-image plus selected certified resolved-response prefactor N=600,600,610,10,2.725,2.473669807791324109321273260,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,0.9077687368041556364481736734,0.927,0.927,0.927,9.26999999999999999999999999991914846542167451396937859056592947604137622546055505279316299766874860285573953029E-1,573272977955639362335205078,618417451947831027330318315,True,0.000000000000000000000028540338522337406000000000000000000000000000000000000000001621,0.000000000000000000033264421486718413000000000000000000000000000000000000000000963,coherent_branchwise_intersection,0.000000000000000000033264421486718413,0.000000000000000000033264421486718413,0.00000000000000000000000000010872470878179423000000000000000000000000000000000000000000545,starred,0.00000000000000000000000000010872470878179423,0.0000000000000000000000000001100713159386938,0.000000000000000000033264433730291826560712984566395296330944082948487968214092353,0.000000000000000000033292961825240750406000000000000000000000000000000000000008673,0.000000000000000000033264433839016535342507214566395296330944082948487968214097461,0.000000000000000000033292961933965459187794230000000000000000000000000000000013781,604.2023424480720182372070369,1.2530528397052667,0.0005286810245154072935197320129,193.000543617319454119806479,0.000000000000008010754687845604941343423619,True,True,True,True,True,True,True,True,True,True,2.12513094458366,357.65806461420374,12.948435637965654,2.12513094458366,"cellwise minimum of coherent packet, scaled Legendre, and whole-ellipse fallback certificates",24,65536,True,True,True,authoritative selected resolved-response row with the certified unresolved-input intersection and best matrix aggregation,0.0000000000000000000000000000001799475128501980959558180446851012139198743007344509419876672993828057362207770502815432417754645565,0.000000000000000000033264433730291826560712984566395296330944082948487968214092353,0.000000000000000000033264433839016535342507214566395296330944082948487968214097461,0.000000000000000000033292961933965459187794230000000000000000000000000000000013781,0.927,0.927,True,True,604.2023424480720182372070369,response-prefactor branch-image certificate,certified finite Chebyshev-gauge transport factor,True,True
