schema,map_label,N,M,rho,r,mu,precision_bits,flint_threads,guard_digits,diagnostic_resolution,available_decimal_digits,pure_scaling_decimal_span,transport_cancellation_span_count,transport_cancellation_decimal_budget,diagnostic_resolution_digits,required_decimal_digits,precision_margin_digits,precision_budget_pass,gauss_nodes_disjoint,gauss_weight_sum_contains_two,branch_values_certified,branch_weights_positive,branch_ordering_certified,legendre_recurrence_certified,connection_inverse_certified,all_matrix_products_certified,maximum_gauss_node_radius_upper,maximum_branch_radius_upper,minimum_gauss_weight_lower,assembly_seconds,eta_A_upper,eta_A_upper_text,norm_one_upper,norm_infinity_upper,frobenius_upper,midpoint_sha256,entry_count,reference_is_exact_dyadic,binary64_midpoint_is_diagnostic_only,mathematical_block_enclosed,matrix_enclosure_certified,precision_budget_enforced,spectral_use_ready,source_hashes,payload_sha256,payload_path,midpoint_path,summary_path,report_path,elapsed_seconds,status
blaschke-deformation-exact-dyadic-hardy-reference-v1,blaschke_mu_0p3,600,610,2.725,2.473669807791324,0.3,1024,24,30,1e-20,308.25471555991675,235.61169527988466,2,471.2233905597693,20.0,521.2233905597693,-212.96867499985257,False,True,True,True,True,True,True,True,True,5.562684656629316e-309,2.3036693125758855e-308,1.991021315204707e-05,5.836709022521973,6.164391613063899e+154,6.16439161306389707549402837261970073067652332376659161417289285266726004455464181500099211981484841778461209463336877752e+154,4.771377485603652e+154,7.964099271932785e+154,4.405625668250727e+154,f7c2aa5ad235183d7cb7da45615d4dd0c48000406db7a293c716807eb8418cd9,360000,True,True,True,True,False,False,"{""blaschke_deformation_spectral_certification.py"": ""25734219103111e746f078618d34ea0e3610aca4c55f399eeda737f750ac556d""}",918915e86147e4261c41eb52038195ed2abd672408f4b67fc6079dda90fb416a,/tmp/blaschke-final-repro-clean-20260828/Numerics/outputs/blaschke_deformation_certifier/data/blaschke_deformation_balanced_hardy_reference_N600_M610_bits1024.pkl.gz,/tmp/blaschke-final-repro-clean-20260828/Numerics/outputs/blaschke_deformation_certifier/data/blaschke_deformation_balanced_hardy_reference_N600_M610_bits1024_diagnostic_midpoint.npz,/tmp/blaschke-final-repro-clean-20260828/Numerics/outputs/blaschke_deformation_certifier/data/blaschke_deformation_balanced_hardy_reference_N600_M610_bits1024_certificate.csv,/tmp/blaschke-final-repro-clean-20260828/Numerics/outputs/blaschke_deformation_certifier/reports/blaschke_deformation_balanced_hardy_reference_N600_M610_bits1024_certificate.json,6.932912111282349,interval-certified mathematical Hardy block with exact-dyadic midpoint
