N,M,rho,r,r_tau,q_out,q_gap,q_star,Phi,Phi_star,2B_out_X,B_in_X,Bmat,kappa_hat,kappa_Bmat,epsilon_X,branch_data_certified,output_tail_certified,input_tail_certified,transport_certified,schur_matrix_certified,total_certified
600,610,1.5999,1.51204245190031156175015754300000000000000000000000000000000000000000000000000000E+0,1.46214505098760128021240234400000000000000000000000000000000000000000000000000000E+0,9.45085600287712708138107096000000000000000000000000000000000000000000000000000000E-1,0.967,9.67000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,1.32629786990582942962646484400000000000000000000000000000000000000000000000000000E+0,1.03715489059686660766601562500000000000000000000000000000000000000000000000000000E+0,5.64600429633140632360638210700000000000000000000000000000000000000000000000000000E-9,7.33785151692553311230445605500000000000000000000000000000000000000000000000000000E-9,1.35697664565812942017928549400000000000000000000000000000000000000000000000000000E-16,6.31070697041065609706294060500000000000000000000000000000000000000000000000000000E+2,8.56348197643922830219900396900000000000000000000000000000000000000000000000000000E-14,1.29839414480767038281938601500000000000000000000000000000000000000000000000000000E-8,True,True,True,True,True,True
