map_label,target_mode,N,M,map_name,name,family,power,multiplicity,target,target_float,target_real_float,target_imag_float,target_abs_float,error,error_float,selected,gram_error,gram_error_float
blaschke_mu_0p3,exact,30,30,blaschke_mu_0p3,alpha^12,alpha,12,1,0.005688009063105712890625,0.005688009063105713,0.005688009063105713,0.0,0.005688009063105713,0.00793269843542836567480117809740844514679187885462608033083997892609173152860087357731136689,0.007932698435428365,['(0.00195591087467240300343039531791403460151080457807351498055876323057688110787283478923155181 + 0.00699993911254522607704802418587608246920528977070554454486437083601630591945065570435688828j)'],1.77436652171873881623401074375944909969734446012688714808256539603539568711992767128056817e-178,1.7743665217187388e-178
blaschke_mu_0p3,exact,30,30,blaschke_mu_0p3,alpha^13,alpha,13,1,0.00369720589101871337890625,0.0036972058910187135,0.0036972058910187135,0.0,0.0036972058910187135,0.007213269433016691672097207554420975428691670129641061113131250762846823018415500357663998,0.0072132694330166915,['(0.00195591087467240300343039531791403460151080457807351498055876323057688110787283478923155181 - 0.00699993911254522607704802418587608246920528977070554454486437083601630591945065570435688828j)'],1.77436652171873881623401074375944909969734446012688714808256539603539568711992767128056817e-178,1.7743665217187388e-178
blaschke_mu_0p3,exact,30,30,blaschke_mu_0p3,mu^5,mu,5,2,0.00243,0.00243,0.00243,0.0,0.00243,0.00631203534140484530255558679807943791927641775913620005962088673472713994267603127267776853,0.006312035341404845,"['(-0.00288918815952608759930202901924780102633475371033751242547444910380405260510975423918829087 - 0.00339823887840470315236805595756467947534142081378453818397595201193265491382104302511227029j)', '(-0.00288918815952608759930202901924780102633475371033751242547444910380405260510975423918829087 + 0.00339823887840470315236805595756467947534142081378453818397595201193265491382104302511227029j)']",1.77436652171873881623401074375944909969734446012688714808256539603539568711992767128056817e-178,1.7743665217187388e-178
blaschke_mu_0p3,exact,30,30,blaschke_mu_0p3,alpha^14,alpha,14,1,0.0024031838291621636962890625,0.0024031838291621636,0.0024031838291621636,0.0,0.0024031838291621636,0.00682983034688421880279923898870131116115208332961895378697265082474189189198347941908639153,0.006829830346884219,['(-0.00282867683650396091955003220249809248228856073927246606726849518341774766704547151239822484 + 0.00439024105742227142730334602491714278420843238613459577319497607135248264865391853145615657j)'],1.77436652171873881623401074375944909969734446012688714808256539603539568711992767128056817e-178,1.7743665217187388e-178
blaschke_mu_0p3,exact,30,30,blaschke_mu_0p3,alpha^15,alpha,15,1,0.001562069488955406402587890625,0.0015620694889554065,0.0015620694889554065,0.0,0.0015620694889554065,0.00620909573422822659832030516529830983445344717197873499560075664833206740564252171678784896,0.006209095734228226,['(-0.00282867683650396091955003220249809248228856073927246606726849518341774766704547151239822484 - 0.00439024105742227142730334602491714278420843238613459577319497607135248264865391853145615657j)'],1.77436652171873881623401074375944909969734446012688714808256539603539568711992767128056817e-178,1.7743665217187388e-178
blaschke_mu_0p3,exact,30,30,blaschke_mu_0p3,alpha^16,alpha,16,1,0.00101534516782101416168212890625,0.0010153451678210142,0.0010153451678210142,0.0,0.0010153451678210142,0.00815044445013608118078162118870802987608387849840131478159506663570483389530995268851940235,0.008150444450136081,['(0.00313270262306455705045942994657280723655276814253110083803189487994958396417471232732218385 - 0.00787061256456437671231894458486287480004882169952779790704262678398123084324580859589270294j)'],1.77436652171873881623401074375944909969734446012688714808256539603539568711992767128056817e-178,1.7743665217187388e-178
blaschke_mu_0p3,exact,30,30,blaschke_mu_0p3,mu^6,mu,6,2,0.000729,0.000729,0.000729,0.0,0.000729,0.0118632724299285110026874718899329964807142453127390108529134552364299535853576961142985803,0.01186327242992851,"['(0.00313270262306455705045942994657280723655276814253110083803189487994958396417471232732218385 + 0.00787061256456437671231894458486287480004882169952779790704262678398123084324580859589270294j)', '(0.0108412626167327746609061339962980551648688596873029349853639079894871430294595818598898737 + 0.00620317479335628063219584560955108263453061278458225405367320213008343806442459188609231157j)']",1.77436652171873881623401074375944909969734446012688714808256539603539568711992767128056817e-178,1.7743665217187388e-178
blaschke_mu_0p3,exact,30,30,blaschke_mu_0p3,alpha^17,alpha,17,1,0.0006599743590836592050933837890625,0.0006599743590836592,0.0006599743590836592,0.0,0.0006599743590836592,0.0153811467148731347976385637127555378153704110539100429332036529303220669141884763594891642,0.015381146714873135,['0.0160411210739567940027319475018180378153704110539100429332036529303220669141884763594891642'],1.77436652171873881623401074375944909969734446012688714808256539603539568711992767128056817e-178,1.7743665217187388e-178
blaschke_mu_0p3,exact,30,30,blaschke_mu_0p3,alpha^18,alpha,18,1,0.000428983333404378483310699462890625,0.0004289833334043785,0.0004289833334043785,0.0,0.0004289833334043785,0.999571016666595621516689300537109375,0.9995710166665956,['1.0'],1.77436652171873881623401074375944909969734446012688714808256539603539568711992767128056817e-178,1.7743665217187388e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^1,alpha,1,1,0.65,0.65,0.65,0.0,0.65,0.00000000000000000000000000172197849984668999800635467762982002230788371207520247489554122974024629722427561328722461,1.72197849984669e-27,['0.64999999999999999999999999827802150015331000199364532237017997769211628792479752510445877'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^2,alpha,2,1,0.4225,0.4225,0.4225,0.0,0.4225,0.00000000000000000000000326745243229947189226990316623348735808092252918476750474913634829349238252716475455076374,3.267452432299472e-24,['0.422499999999999999999996732547567700528107730096833766512641919077470815232495250863651707'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,mu^1,mu,1,2,0.3,0.3,0.3,0.0,0.3,4.43666214049260326676525420285834556670677489032023265390457800762266386316962295691740702e-36,4.436662140492603e-36,"['0.300000000000000000000000000000000001024577499903735931271526408947442588847062917613253164', '0.299999999999999999999999999999999995563337859507396733234745797141654433293225109679767346']",2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^3,alpha,3,1,0.274625,0.274625,0.274625,0.0,0.274625,0.000000000000000000000335238265513663759062867956129356306365257525471128279096989753068753171635022823513287039,3.3523826551366375e-22,['0.274624999999999999999664761734486336240937132043870643693634742474528871720903010246931247'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^4,alpha,4,1,0.17850625,0.17850625,0.17850625,0.0,0.17850625,0.0000000000000000000230277082552266818602066467809985914470269197267032941988718382776015590269717173410315514,2.3027708255226682e-20,['0.178506249999999999976972291744773318139793353219001408552973080273296705801128161722398441'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^5,alpha,5,1,0.1160290625,0.1160290625,0.1160290625,0.0,0.1160290625,0.000000000000000000864935435163323314684446292889889272478928142415541380803413815526825832122700710852527001,8.649354351633233e-19,['0.116029062499999999135064564836676685315553707110110727521071857584458619196586184473174168'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,mu^2,mu,2,2,0.09,0.09,0.09,0.0,0.09,0.0000000000000000000161000966141207403883450136487044310235460835942311069071243804737471910880949593926411028,1.610009661412074e-20,"['0.0899999999999999999980755973608305489077487429382180513248360294880889320191018837384008428', '0.0899999999999999999838999033858792596116549863512955689764539164057688930928756195262528089']",2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^6,alpha,6,1,0.075418890625,0.075418890625,0.075418890625,0.0,0.075418890625,0.0000000000000000805692307270348895382400569333355853667835031041857558745698704659397492308924884652941382,8.056923072703489e-17,['0.0754188906250000805692307270348895382400569333355853667835031041857558745698704659397492309'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^7,alpha,7,1,0.04902227890625,0.04902227890625,0.04902227890625,0.0,0.04902227890625,0.000000000000000786277464587593350647715075289563938602886254577024480419205755181838389964148584794315997,7.862774645875934e-16,['0.0490222789062507862774645875933506477150752895639386028862545770244804192057551818383899641'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^8,alpha,8,1,0.0318644812890625,0.0318644812890625,0.0318644812890625,0.0,0.0318644812890625,0.00000000000118006367825841425847130474186320663888627503380103439273997298754537539505423889820911865,1.1800636782584143e-12,['0.0318644812878824363217415857415286952581367933611137249661989656072600270124546246049457611'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,mu^3,mu,3,2,0.027,0.027,0.027,0.0,0.027,0.0000000000130720853426292091675939236042711164873339949211066282686129527851214444711558972506520787,1.3072085342629208e-11,"['0.0269999999977257826185857000432019467846742427994850703216454769052877782181028968522692339', '0.0270000000130720853426292091675939236042711164873339949211066282686129527851214444711558973']",2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^9,alpha,9,1,0.020711912837890625,0.020711912837890624,0.020711912837890624,0.0,0.020711912837890624,0.0000000000722097396277538355367910491436296185332262813421377876126010842958189580533299141384967848,7.220973962775383e-11,['0.0207119129101003646277538355367910491436296185332262813421377876126010842958189580533299141'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^10,alpha,10,1,0.01346274334462890625,0.013462743344628906,0.013462743344628906,0.0,0.013462743344628906,0.0000000254294227765251795857543626904993163898637581031040817099315219754843415991816613905427839,2.5429422776525178e-08,['0.0134627179152061297248204142456373095006836101362418968959182900684780245156584008183386095'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^11,alpha,11,1,0.0087507831740087890625,0.00875078317400879,0.00875078317400879,0.0,0.00875078317400879,0.00000345855555280615051504542053069939380759172806207345589950706243123510585902801772377562004,3.4585555528061504e-06,['0.00874732461845598291198495457946930060619240827193792654410049293756876489414097198227622438'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,mu^4,mu,4,2,0.0081,0.0081,0.0081,0.0,0.0081,0.00000727087706285960764569154387219259338461845306952030567273028091550791245492959785143230797,7.270877062859607e-06,"['0.0081057241188141161901195811363591734524666128574868828547749276465060419228893272819720536', '0.00810727087706285960764569154387219259338461845306952030567273028091550791245492959785143231']",2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^12,alpha,12,1,0.005688009063105712890625,0.005688009063105713,0.005688009063105713,0.0,0.005688009063105713,0.000127239860751047420031026496810767744238713657708240032611679657229642511951181389138691108,0.00012723986075104742,['0.00556076920235466547059397350318923225576128634229175996738832034277035748804881861086130889'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^13,alpha,13,1,0.00369720589101871337890625,0.0036972058910187135,0.0036972058910187135,0.0,0.0036972058910187135,0.000458048063047080643784157505607588563514943292414589512278469773528153300423716182202313224,0.00045804806304708065,['0.00415525395406579402269040750560758856351494329241458951227846977352815330042371618220231322'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,mu^5,mu,5,2,0.00243,0.00243,0.00243,0.0,0.00243,0.00152481543375099135383645948325085968093449875938570430794628063818261056546431797078122582,0.0015248154337509914,"['(0.00377206597291503464766916425544794944709343344960012897629170434681320512894350768882106955 + 0.00072382389525964489935945646543495155623739432378621031818031092744122878519433197575837737j)', '(0.00377206597291503464766916425544794944709343344960012897629170434681320512894350768882106955 - 0.00072382389525964489935945646543495155623739432378621031818031092744122878519433197575837737j)']",2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^14,alpha,14,1,0.0024031838291621636962890625,0.0024031838291621636,0.0024031838291621636,0.0,0.0024031838291621636,0.00181776557509802659007282693838982739106982827640134920896104734648841632155721145839792542,0.0018177655750980265,['(0.00207581853217517091745650634459423793512978425727441799552875254419186795566803007862601487 + 0.00178804464383305523868140689895863211174288506541143639640559480550597721988118126149253756j)'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^15,alpha,15,1,0.001562069488955406402587890625,0.0015620694889554065,0.0015620694889554065,0.0,0.0015620694889554065,0.00186038752085400229681876459852925952577868814321085681715424559853928174765066492952071921,0.0018603875208540023,['(0.00207581853217517091745650634459423793512978425727441799552875254419186795566803007862601487 - 0.00178804464383305523868140689895863211174288506541143639640559480550597721988118126149253756j)'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^16,alpha,16,1,0.00101534516782101416168212890625,0.0010153451678210142,0.0010153451678210142,0.0,0.0010153451678210142,0.0015677799028775876994682746472088529572221309614281206705309037901250895341938253165537114,0.0015677799028775876,['-0.000552434735056573537786145740958852957222130961428120670530903790125089534193825316553711395'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,mu^6,mu,6,2,0.000729,0.000729,0.000729,0.0,0.000729,0.00152302701102315307072358928751918131650043844611173795767800916481413462232333223383474261,0.001523027011023153,"['-0.000625826433968368846287763217537729709747828967439904745297055231945438674070396594460719693', '-0.000794027011023153070723589287519181316500438446111737957678009164814134622323332233834742613']",2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^17,alpha,17,1,0.0006599743590836592050933837890625,0.0006599743590836592,0.0006599743590836592,0.0,0.0006599743590836592,0.00164850675843935185452551031393167304859333072219525239563928143868068757636344051129147908,0.0016485067584393518,['-0.000988532399355692649432126524869173048593330722195252395639281438680687576363440511291479083'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,40,40,blaschke_mu_0p3,alpha^18,alpha,18,1,0.000428983333404378483310699462890625,0.0004289833334043785,0.0004289833334043785,0.0,0.0004289833334043785,0.00150503892643795323883969727327226504905019617860722993125917026650088969832495868947819427,0.0015050389264379533,['(-0.000713290492563479215629439093264623467579355790878677858510121907001616110882673916079071511 + 0.000979975855111879357495739236810886675737685642756067946042223972475057203685335067807662889j)'],2.00766010980935748415707616255038616793868114750360876631643637253856756585629232299218566e-178,2.0076601098093574e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^1,alpha,1,1,0.65,0.65,0.65,0.0,0.65,4.67133667677794731907690522330050216823637218031316474049756853985446105587856788989971705e-34,4.671336676777947e-34,['0.64999999999999999999999999999999953286633232220526809230947766994978317636278196868352595'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^2,alpha,2,1,0.4225,0.4225,0.4225,0.0,0.4225,8.07109560200824575221595942884820221685244350596250109885154643311808704623814702668160702e-31,8.071095602008246e-31,['0.422499999999999999999999999999192890439799175424778404057115179778314755649403749890114845'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,mu^1,mu,1,2,0.3,0.3,0.3,0.0,0.3,2.72023497427847475135747983810938855595559299019016682992348280549612184617844445329432643e-50,2.720234974278475e-50,"['0.299999999999999999999999999999999999999999999999994961233387034039482360990159779418993122', '0.300000000000000000000000000000000000000000000000027202349742784747513574798381093885559556']",5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^3,alpha,3,1,0.274625,0.274625,0.274625,0.0,0.274625,0.000000000000000000000000000147545954516589202992290980225517321210985247831607190685736842032588100107567684433835547,1.475459545165892e-28,['0.274624999999999999999999999852454045483410797007709019774482678789014752168392809314263158'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^4,alpha,4,1,0.17850625,0.17850625,0.17850625,0.0,0.17850625,0.0000000000000000000000000118031344908145142598062336819747820139813608031300635044005724773022751540566882239492896,1.1803134490814515e-26,['0.178506250000000000000000011803134490814514259806233681974782013981360803130063504400572477'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^5,alpha,5,1,0.1160290625,0.1160290625,0.1160290625,0.0,0.1160290625,0.0000000000000000000000000826257896435345608282126506198656095016491057897606546230997448799796385193416120463916821,8.262578964353456e-26,['0.11602906249999999999999991737421035646543917178734938013439049835089421023934537690025512'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,mu^2,mu,2,2,0.09,0.09,0.09,0.0,0.09,3.62959878611531056558005288551643855914841174118546443053200979571629647195367824633908987e-31,3.6295987861153107e-31,"['0.0900000000000000000000000000000344277963167630551400515188687998322387516748571174131235928', '0.090000000000000000000000000000362959878611531056558005288551643855914841174118546443053201']",5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^6,alpha,6,1,0.075418890625,0.075418890625,0.075418890625,0.0,0.075418890625,0.000000000000000000000282184501919132649635799686098631853990955627004235375482458922336826150662358231017165123,2.8218450191913265e-22,['0.0754188906250000000002821845019191326496357996860986318539909556270042353754824589223368262'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^7,alpha,7,1,0.04902227890625,0.04902227890625,0.04902227890625,0.0,0.04902227890625,0.0000000000000000000038948563994778321019537841013194128442178171288623033397092083903179489602827487172081053,3.894856399477832e-21,['0.049022278906250000003894856399477832101953784101319412844217817128862303339709208390317949'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^8,alpha,8,1,0.0318644812890625,0.0318644812890625,0.0318644812890625,0.0,0.0318644812890625,0.000000000000000000420078404394901755532506533935489799454763846705130254186161843486311112496710920975587453,4.2007840439490174e-19,['0.0318644812890625004200784043949017555325065339354897994547638467051302541861618434863111125'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,mu^3,mu,3,2,0.027,0.027,0.027,0.0,0.027,0.0000000000000000000636960658599267551926570126561596535676774367726440468153610404614497292420868587190154969,6.369606585992676e-20,"['0.0270000000000000000086259283269941833642664327985239163227367031379102566143775917325545572', '0.0269999999999999999363039341400732448073429873438403464323225632273559531846389595385502708']",5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^9,alpha,9,1,0.020711912837890625,0.020711912837890624,0.020711912837890624,0.0,0.020711912837890624,0.00000000000000000331724358524068237419419217856229711554730090508452917099314314206119669223401436513919608,3.3172435852406824e-18,['0.0207119128378906283172435852406823741941921785622971155473009050845291709931431420611966922'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^10,alpha,10,1,0.01346274334462890625,0.013462743344628906,0.013462743344628906,0.0,0.013462743344628906,0.00000000000000171551504736645738262993610849706208649056145324314263068088907144023792767726789153946022,1.7155150473664573e-15,['0.0134627433446306217650473664573826299361084970620864905614532431426306808890714402379276773'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^11,alpha,11,1,0.0087507831740087890625,0.00875078317400879,0.00875078317400879,0.0,0.00875078317400879,0.000000000000692721757696994340077185831537800918247705742920416604232346060892071994565203726901456091,6.927217576969944e-13,['0.00875078317470151082019699434007718583153780091824770574292041660423234606089207199456520373'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,mu^4,mu,4,2,0.0081,0.0081,0.0081,0.0,0.0081,0.00000000000197260837292140178777237562624500429820242800696712328177282549785278163379556844966340947,1.9726083729214016e-12,"['0.00809999999812072702340985212711573050058882385258168823681067127496461965414566143937663559', '0.00809999999802739162707859821222762437375499570179757199303287671822717450214721836620443155']",5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^12,alpha,12,1,0.005688009063105712890625,0.005688009063105713,0.005688009063105713,0.0,0.005688009063105713,0.000000000114376337081854796121495752882774551172236496718332857309236941702466277866635870971872874,1.1437633708185479e-10,['0.00568800917748204997247979612149575288277455117223649671833285730923694170246627786663587097'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^13,alpha,13,1,0.00369720589101871337890625,0.0036972058910187135,0.0036972058910187135,0.0,0.0036972058910187135,0.00000000354412626309895026281426553604202028572844951060712690505552594842590468143704543441355362,3.5441262630989504e-09,['0.00369720943514497647785651281426553604202028572844951060712690505552594842590468143704543441'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,mu^5,mu,5,2,0.00243,0.00243,0.00243,0.0,0.00243,0.0000223661861830324390742225195178505121009213057099709040481183776477513483689539581265342703,2.236618618303244e-05,"['0.00242971921998951864124488866633759471093206923121412090783758307401536022637802482834046119', '(0.00241758480056616760450448199373512177503251460622318247688251049292147267276402159029657231 - 0.000018604007831438873928827895360617461157567796777305195476663659658412409929014820351915538j)']",5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^14,alpha,14,1,0.0024031838291621636962890625,0.0024031838291621636,0.0024031838291621636,0.0,0.0024031838291621636,0.0000235265187558885823355608578903012696665667456180778088680086884439054915654461712833500014,2.3526518755888582e-05,['(0.00241758480056616760450448199373512177503251460622318247688251049292147267276402159029657231 + 0.000018604007831438873928827895360617461157567796777305195476663659658412409929014820351915538j)'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^15,alpha,15,1,0.001562069488955406402587890625,0.0015620694889554065,0.0015620694889554065,0.0,0.0015620694889554065,0.000010603722937587707564092019751584301586009845340323128558652085266946056013238882948397815,1.0603722937587708e-05,['0.00157267321189299411015198264475158430158600984534032312855865208526694605601323888294839781'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^16,alpha,16,1,0.00101534516782101416168212890625,0.0010153451678210142,0.0010153451678210142,0.0,0.0010153451678210142,0.000263556624451589229724684454211588498677157748615098850828483724396250764903762734772648459,0.00026355662445158926,['(0.00110293160819854839463521077429138886131518290412620006185781755168183311228858861029294189 + 0.000248577371766435495914452483867119342474299456754130741817594372650966644056333498185166821j)'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,mu^6,mu,6,2,0.000729,0.000729,0.000729,0.0,0.000729,0.000346381043216516994500918659765082696120821927196596070089197127723188556797072999542912612,0.000346381043216517,"['(0.000936270904779240243993775761083967647252655793361750486957086766919010657891460423387814953 + 0.000277522249795863642557233867783735989842508318643550773133181284577258109096613520089736773j)', '(0.000936270904779240243993775761083967647252655793361750486957086766919010657891460423387814953 - 0.000277522249795863642557233867783735989842508318643550773133181284577258109096613520089736773j)']",5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^17,alpha,17,1,0.0006599743590836592050933837890625,0.0006599743590836592,0.0006599743590836592,0.0,0.0006599743590836592,0.000507938809599875605439648868787014302908761617905493548060779832409564808646551144429630245,0.0005079388095998756,['(0.00110293160819854839463521077429138886131518290412620006185781755168183311228858861029294189 - 0.000248577371766435495914452483867119342474299456754130741817594372650966644056333498185166821j)'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,alpha^18,alpha,18,1,0.000428983333404378483310699462890625,0.0004289833334043785,0.0004289833334043785,0.0,0.0004289833334043785,0.000481842630604092252124563159455432219744261320068797521532067585548790071560240918538386343,0.00048184263060409223,['(-0.0000461382341645274720645196398750556241368584649505978726437814492110652411265040137128487086 - 0.0000801986078329121128822332898318988064591396981299482987051990451712284127281520432040647444j)'],5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^1,alpha,1,1,0.65,0.65,0.65,0.0,0.65,9.95167336656859976903195657792448767863885956802637454830362532629370575218977689806561145e-41,9.9516733665686e-41,['0.649999999999999999999999999999999999999900483266334314002309680434220755123213611404319736'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^2,alpha,2,1,0.4225,0.4225,0.4225,0.0,0.4225,4.60417695318036905695193307222033651356391396993299875808800785529163633697247201812335942e-38,4.604176953180369e-38,['0.422499999999999999999999999999999999953958230468196309430480669277796634864360860300670012'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,mu^1,mu,1,2,0.3,0.3,0.3,0.0,0.3,1.92092520588733345872613994173605878211757434299749825130711552605928848082399145035326888e-65,1.9209252058873336e-65,"['0.300000000000000000000000000000000000000000000000000000000000000002971367014814440003036096', '0.299999999999999999999999999999999999999999999999999999999999999980790747941126665412738601']",1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
