N,M,map_name,name,family,power,multiplicity,target,target_float,target_real_float,target_imag_float,target_abs_float,error,error_float,selected,gram_error,gram_error_float
12,24,blaschke_mu_0p3,alpha^1,alpha,1,1,0.65,0.65,0.65,0.0,0.65,0.00000000198939233429990578808843762767861178482773672457541330977944448336188992912397292765161283,1.989392334299906e-09,['0.650000001989392334299905788088437627678611784827736724575413309779444483361889929123972928'],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^2,alpha,2,1,0.4225,0.4225,0.4225,0.0,0.4225,0.0000013293106285525952744801504223232002397552116626597451647183285465211870846183042743549459,1.3293106285525953e-06,['0.422501329310628552595274480150422323200239755211662659745164718328546521187084618304274355'],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,mu^1,mu,1,2,0.3,0.3,0.3,0.0,0.3,0.000168435309315986058571067929849125103565938305978023144205989727857909830297577768512315778,0.00016843530931598606,"['0.300085210464546866629936139911944063858586557506216066895326309817238383424728494091966117', '0.299831564690684013941428932070150874896434061694021976855794010272142090169702422231487684']",6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^3,alpha,3,1,0.274625,0.274625,0.274625,0.0,0.274625,0.000274599348639003625061111499803099955771335650361536901696825132207805259541844657779099901,0.0002745993486390036,['0.2743504006513609963749388885001969000442286643496384630983031748677921947404581553422209'],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^4,alpha,4,1,0.17850625,0.17850625,0.17850625,0.0,0.17850625,0.0124318328703500426779704368316713335451693974609070120255819110605242685475364833392172489,0.012431832870350042,['0.190938082870350042677970436831671333545169397460907012025581911060524268547536483339217249'],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^5,alpha,5,1,0.1160290625,0.1160290625,0.1160290625,0.0,0.1160290625,0.0303225867281282118548445417378018974774517859901540700837629771744889104386574631465096388,0.030322586728128213,['0.146351649228128211854844541737801897477451785990154070083762977174488910438657463146509639'],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,mu^2,mu,2,2,0.09,0.09,0.09,0.0,0.09,0.0652187817143523481001361143240995177744522074548234002052807068469171035576291314390323383,0.06521878171435234,"['(0.097470059394965037498670283052854304576405547987326006956697078362440640271992346104820957 + 0.0647895647534387653518122996141363071111351953437785612765586370519518502099677824612483454j)', '(0.097470059394965037498670283052854304576405547987326006956697078362440640271992346104820957 - 0.0647895647534387653518122996141363071111351953437785612765586370519518502099677824612483454j)']",6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^6,alpha,6,1,0.075418890625,0.075418890625,0.075418890625,0.0,0.075418890625,0.0809869017606471638199089832451481550991217118748064889111999793725424803039428572010834185,0.08098690176064717,['(0.121895480353753244341161439370410717668438068362028176246271434820739776430868985750695852 + 0.0663234865185317524152279008399275759679959325051891919951457563086704219470897472500056102j)'],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^7,alpha,7,1,0.04902227890625,0.04902227890625,0.04902227890625,0.0,0.04902227890625,0.0985358226899347101549994463319162480009629275973737479038108574238996192036392861875769804,0.09853582268993472,['(0.121895480353753244341161439370410717668438068362028176246271434820739776430868985750695852 - 0.0663234865185317524152279008399275759679959325051891919951457563086704219470897472500056102j)'],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^8,alpha,8,1,0.0318644812890625,0.0318644812890625,0.0318644812890625,0.0,0.0318644812890625,0.9681355187109375,0.9681355187109375,['1.0'],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,mu^3,mu,3,2,0.027,0.027,0.027,0.0,0.027,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^9,alpha,9,1,0.020711912837890625,0.020711912837890624,0.020711912837890624,0.0,0.020711912837890624,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^10,alpha,10,1,0.01346274334462890625,0.013462743344628906,0.013462743344628906,0.0,0.013462743344628906,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^11,alpha,11,1,0.0087507831740087890625,0.00875078317400879,0.00875078317400879,0.0,0.00875078317400879,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,mu^4,mu,4,2,0.0081,0.0081,0.0081,0.0,0.0081,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^12,alpha,12,1,0.005688009063105712890625,0.005688009063105713,0.005688009063105713,0.0,0.005688009063105713,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^13,alpha,13,1,0.00369720589101871337890625,0.0036972058910187135,0.0036972058910187135,0.0,0.0036972058910187135,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,mu^5,mu,5,2,0.00243,0.00243,0.00243,0.0,0.00243,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^14,alpha,14,1,0.0024031838291621636962890625,0.0024031838291621636,0.0024031838291621636,0.0,0.0024031838291621636,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^15,alpha,15,1,0.001562069488955406402587890625,0.0015620694889554065,0.0015620694889554065,0.0,0.0015620694889554065,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^16,alpha,16,1,0.00101534516782101416168212890625,0.0010153451678210142,0.0010153451678210142,0.0,0.0010153451678210142,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,mu^6,mu,6,2,0.000729,0.000729,0.000729,0.0,0.000729,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^17,alpha,17,1,0.0006599743590836592050933837890625,0.0006599743590836592,0.0006599743590836592,0.0,0.0006599743590836592,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
12,24,blaschke_mu_0p3,alpha^18,alpha,18,1,0.000428983333404378483310699462890625,0.0004289833334043785,0.0004289833334043785,0.0,0.0004289833334043785,nan,,[],6.19825384567315268700921590272202461005515747191935318378568267994261020857830270418843983e-179,6.198253845673152e-179
