label,N,M,rho,r,r_tau_interval_u,q_gap,q_gap_target_text,q_gap_derived_decimal_text,q_gap_derived_exact_numerator,q_gap_derived_exact_denominator,q_gap_derived_le_target,q_out,q_star,output_schema_version,output_leakage_count,old_B_out_comparator,B_out_response_prefactor_cert,C_resp_coherent_packet_cert_u,C_resp_scaled_legendre_cert_u,C_resp_whole_ellipse_fallback_u,C_resp_selected_cert_u,response_prefactor_selection,response_prefix_terms,response_boundary_cells,response_boundary_cover_certified,response_coherent_prefix_certified,response_remainder_certified,B_in_branch_image_interval_u,kappa_Bmat_star,old_epsilon_star_candidate,new_epsilon_response_prefactor_candidate,new_over_old_balanced_candidate,output_improvement_factor,noncollocation_rss_without_collocation,tail_floor_without_collocation,response_prefactor_certified,finite_M_prefactor_certified,total_certified,phase2_aggregation_status,status,B_in_selected_cert_u,B_in_selected_cert_text,B_in_selection,B_in_coherent_row_cert_u,B_in_branchwise_profile_cert_u,collocation_selected_cert_u,matrix_selection,new_epsilon_response_prefactor_candidate_text,epsilon_triangle_check_text,transport_certified,matrix_certified,tail_components_interval,input_boundary_cover_certified,input_exact_prefix_certified,input_geometric_remainder_certified,input_branchwise_profile_certified,input_combined_row_certified,input_tail_certified,final_phase2_certified
balanced branch-image plus selected certified resolved-response prefactor N=600,600,610,2.725,2.473669807791324109321273260,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,0.927,0.927,9.26999999999999999999999999991914846542167451396937859056592947604137622546055505279316299766874860285573953029E-1,573272977955639362335205078,618417451947831027330318315,True,0.9077687368041556,0.927,3,1,2.3584001910897947e-20,0.000000000000000000000028540338522337406000000000000000000000000000000000000000001621,2.12513094458366,357.65806461420374,12.948435637965654,2.12513094458366,"cellwise minimum of coherent packet, scaled Legendre, and whole-ellipse fallback certificates",24,65536,True,True,True,3.326442148671842e-20,1.0872470878179425e-28,4.23935965277826e-20,3.3264433839016544e-20,0.8309747922870966,826.3392493554228,3.3264433730291835e-20,3.3264433730291835e-20,True,True,True,authoritative standalone final-aggregation refresh,authoritative selected resolved-response row with the certified unresolved-input intersection and best matrix aggregation,3.326442148671842e-20,0.000000000000000000033264421486718413000000000000000000000000000000000000000000963,coherent_branchwise_intersection,3.326442148671842e-20,3.326442148671842e-20,1.0872470878179425e-28,starred,0.000000000000000000033264433839016535342507214566395296330944082948487968214097461,0.000000000000000000033292961933965459187794230000000000000000000000000000000013781,True,True,True,True,True,True,True,True,True,True
