name,mode,coefficient_present,coefficient_frobenius_upper,residual_frobenius_upper,coefficient_sha256,precision_bits
alpha^16,22,True,0.00015181656601236286,4.8956575011810845e-09,a501bc49d213cddbc1a7637d3b0230cabc12b8c601117e240e2e8c8c26a0590d,256
alpha^16,23,True,5.645941726251322e-05,9.632665971276585e-09,a501bc49d213cddbc1a7637d3b0230cabc12b8c601117e240e2e8c8c26a0590d,256
alpha^16,24,True,4.035863035483143e-05,5.086704636333078e-09,a501bc49d213cddbc1a7637d3b0230cabc12b8c601117e240e2e8c8c26a0590d,256
alpha^16,25,False,5e-324,2.3112997563960963e-09,a501bc49d213cddbc1a7637d3b0230cabc12b8c601117e240e2e8c8c26a0590d,256
mu^6,-17,True,4.33170282429085,0.0002989397282056482,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-16,True,1.0833675002048022,9.018898831378531e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-15,True,0.2686632370714297,9.901598323150217e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-14,True,0.06716886675123378,1.0095688081462317e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-13,True,0.016858379521305714,2.4594635360432996e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-12,True,0.004192143463648389,9.519153911755508e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-11,True,0.0011078963951131266,9.360108070344979e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-10,True,0.0007614240615329328,9.56739623023767e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-9,True,0.0007621010174279887,1.232794107603912e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-8,True,0.0007577874557267028,8.765343418081267e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-7,True,0.0011586971691972866,8.867035800401682e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-6,True,0.0009124527150969809,8.414242080668113e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-5,True,0.0011145492097311156,1.429265052749931e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-4,True,0.0011213869992058646,8.305177851551702e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-3,True,33.39345455463702,9.693442962274002e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-2,True,11239371.415075725,9.086963729367352e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,-1,True,3952687154764.3657,3.409750154203905e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,0,True,1119868498714.1602,1.308612008472947e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,1,True,293923235863.7992,9.734022230827074e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,2,True,74201787756.48798,9.002639908911318e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,3,True,18589942356.823784,1.230517441115394e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,4,True,4649399351.890841,9.295965860168096e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,5,True,1162441158.8969083,8.886141162285433e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,6,True,290614671.2480621,9.186701716518309e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,7,True,72653924.52080406,1.2667711020611085e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,8,True,18163508.046105303,9.2503507746299e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,9,True,4540882.123711099,9.438368785683498e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,10,True,1135221.7391263845,9.179750303499413e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,11,True,283805.731787523,2.1532200936829486e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,12,True,70951.50865718264,1.0317699668340624e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,13,True,17737.896880089465,9.909262592684851e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,14,True,4434.479327487926,9.144978379892785e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,15,True,1108.620246698629,1.2967749406297274e-07,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,16,True,277.15465903979447,9.581936967475544e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,17,True,69.28777189161076,9.542942720566317e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,18,True,17.32249749726066,9.267610081812226e-08,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
mu^6,19,False,5e-324,0.00029892412300503156,420637f37bcf20843176a1c5ace29ff0003e256c58a08d0e09e51cb1961da4a3,256
alpha^17,-19,True,0.22563479713328513,1.5529837988990424e-05,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-18,True,0.05643224415745948,9.321106750256993e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-17,True,0.0176061554503806,1.8986884762860202e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-16,True,0.0031137835027363584,1.0756631791907012e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-15,True,0.002742789355956134,1.0493176347980276e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-14,True,0.0005116545239777299,9.168749692408934e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-13,True,0.0005850892983759762,1.2828230927499459e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-12,True,0.0005261901109756058,9.930998067691954e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-11,True,0.0016281925066609839,8.94384493440567e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-10,True,0.0005770504549840432,1.0190918236615004e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-9,True,0.0009331337114790062,1.9770571407327315e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-8,True,0.00036104257875141095,9.312126262608069e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-7,True,0.0006585533072567385,1.0632387572315899e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-6,True,0.0006065592465620651,8.992395997177321e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-5,True,0.002006092035577958,1.212940368326344e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-4,True,0.0007018507841941279,9.25548536734123e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-3,True,84.47580070356027,9.100724837463708e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-2,True,20055523.780300982,9.087589901690821e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,-1,True,4761409944809.36,4.0889849685364945e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,0,True,950029531800.5416,1.1461271055715098e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,1,True,248003872172.97726,9.798846775897746e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,2,True,61826618543.748116,9.288121439083447e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,3,True,15424618045.343283,1.156339998927822e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,4,True,3861697638.4001718,8.785586970833132e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,5,True,964856141.5311646,1.0271636101194633e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,6,True,241267293.92053008,8.470620114894978e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,7,True,60312434.961332925,1.9037300143330496e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,8,True,15078478.652046144,1.0995086612920698e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,9,True,3769593.9856646243,8.600068812265114e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,10,True,942401.2819980719,9.819064309040283e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,11,True,235600.3096585605,1.233761089046134e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,12,True,58900.127768878345,9.832723437157164e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,13,True,14725.043594217967,9.8135243949536e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,14,True,3681.262056441416,1.0906013824563993e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,15,True,920.3172974885359,2.518275044998263e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,16,True,230.0794430610221,9.764136506259466e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,17,True,57.51784460158374,9.20928691532205e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,18,True,14.380696548149038,8.843556675702819e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,19,True,3.5945721689752586,1.2130547222182345e-07,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,20,True,0.8997395026220297,9.074716167784702e-08,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^17,21,False,5e-324,1.5526273956558824e-05,1610572d882eb81cef71a439518af6009e8518592570e18a86a8e7bb74a1f772,256
alpha^18,-23,True,0.3743765344285902,5.6212739522398746e-05,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-22,True,0.11516230385524089,2.0310232695680123e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-21,True,0.03541930207252178,2.543446259666145e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-20,True,0.010912077421683927,1.818132387234481e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-19,True,0.003424960370878165,2.1226848872167376e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-18,True,0.0010609555851824226,2.1313724570325163e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-17,True,0.00036113437391352665,4.847947737279013e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-16,True,0.0003096076135387752,2.2581736530951517e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-15,True,0.0003215582499548724,2.2071265079774722e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-14,True,0.0001757417853272221,2.1251001962108064e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-13,True,0.00025515552784614,2.376910304926364e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-12,True,0.0002917777929793947,2.158804071101744e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-11,True,0.0003097661315246583,2.311878772545529e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-10,True,0.00017731918278679997,1.7860629056076947e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-9,True,0.000255180719814967,3.079707617196613e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-8,True,0.00025233888861941444,2.1039407706643627e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-7,True,0.00035335237425377275,2.1394099497752007e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-6,True,0.000266758705463549,2.2345217385912498e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-5,True,0.00027373215685363485,2.407426570816374e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-4,True,0.00024151284870654595,1.9757655987800886e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-3,True,0.006116431401311124,2.1323949465323866e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-2,True,92687.56157242868,1.8617013802934594e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,-1,True,1460442414552.4766,9.950596789250664e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,0,True,717825212923.1357,4.518219156910122e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,1,True,269278807335.92426,2.805094948703644e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,2,True,122501813047.56769,2.1097832601592453e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,3,True,40969279924.03027,2.350489296781021e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,4,True,15311484745.932358,2.023051577440727e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,5,True,4969726071.861531,2.2202595207073973e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,6,True,1681361551.714649,1.8997022062278814e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,7,True,534740886.7803843,3.0823413634668275e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,8,True,172450638.2429789,2.2183356455440797e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,9,True,54095795.893555015,2.114355606041986e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,10,True,17039758.313969567,2.082343132636784e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,11,True,5299904.120606125,2.5559320613717934e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,12,True,1649985.8147129067,1.9187929367691235e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,13,True,510676.47991069,2.1365066025731323e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,14,True,158057.0925194725,1.7265170173001156e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,15,True,48785.51468876914,4.4400879243439565e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,16,True,15055.171943819136,2.8352059698385693e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,17,True,4640.011858182858,2.245923431335826e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,18,True,1429.8038213382915,1.840752833749821e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,19,True,440.3189399931297,2.47113635879433e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,20,True,135.58305885400165,2.1215467655501568e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,21,True,41.73649620885209,2.2238918618040044e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,22,True,12.84674280856921,1.858346146695926e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,23,True,3.953716508623232,2.9408486840134553e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,24,True,1.2167464896794216,1.8655912960249204e-08,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
alpha^18,25,False,5e-324,5.621150392854278e-05,9efdd7ae3c8d3f49bd238dd48b3f8ae36303dce716740239e54115b78073b9d6,256
