map_label,N,M,rho,precision_bits,C_GL_safe_u,C_GL_core_D_M_1_l,C_GL_core_D_M_1_u,D_safe_u,output_schema_version,output_leakage_count,B_out_interval_u,B_mat_star_D_M_1_diagnostic_u,B_mat_star_safe_u,kappa_Bmat_star_D_M_1_diagnostic_u,kappa_Bmat_star_safe_u,epsilon_safe_u,finite_M_prefactor_certified,status
blaschke_mu_0p3,600,610,2.725,192,12.637681159420291,3.6068495296959533,3.606849529695954,3.503800492749032,2,1,2.3584001910897944e-20,5.135780796383583e-32,1.7994751285019806e-31,3.1030507874747853e-29,1.0872470878179423e-28,4.23935965277826e-20,True,unconditional Chebyshev-truncation Gauss--Legendre prefactor certificate
