map_label,target_mode,N,M,map_name,eig_index,eig,eig_re,eig_im,eig_abs,gram_error,gram_error_float
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,60,(-0.0000151260765617437669657489681654902576796175225027793954184751917106645619866247342931682451 - 0.0000166082488582437245416384410963196787758772320111564246025692778294682358112444584864259859j),-1.5126076561743767e-05,-1.6608248858243726e-05,2.2464018391398458e-05,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,61,(-0.0000151260765617437669657489681654902576796175225027793954184751917106645619866247342931682451 + 0.0000166082488582437245416384410963196787758772320111564246025692778294682358112444584864259859j),-1.5126076561743767e-05,1.6608248858243726e-05,2.2464018391398458e-05,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,62,-0.0000160108354898451106036814324896477948529128176319636011514031953290919393904329032190529941,-1.601083548984511e-05,1.9965748015902563e-179,1.601083548984511e-05,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,63,-0.0000115484896777076001941264658472823909540542664915323672781906899147321842477692620402205907,-1.15484896777076e-05,-2.4258722654463855e-179,1.15484896777076e-05,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,64,(-0.00000560245330780705536479024648393782157188752877840655894523479674537502544108295810604697164 - 0.00000431806192338194411924025454004260802292094154065846980443122946075756136660710771444086927j),-5.602453307807055e-06,-4.318061923381944e-06,7.073410905660662e-06,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,65,(-0.00000560245330780705536479024648393782157188752877840655894523479674537502544108295810604697164 + 0.00000431806192338194411924025454004260802292094154065846980443122946075756136660710771444086927j),-5.602453307807055e-06,4.318061923381944e-06,7.073410905660662e-06,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,66,(0.000000598672537143563662292256141508155414718756841301048886141827479224275185686122831745883743 - 0.0000040678449794233959392493076444468920367983470127212168323749345614171601082217706360419061j),5.986725371435637e-07,-4.067844979423396e-06,4.111662873260652e-06,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,67,(0.000000598672537143563662292256141508155414718756841301048886141827479224275185686122831745883743 + 0.0000040678449794233959392493076444468920367983470127212168323749345614171601082217706360419061j),5.986725371435637e-07,4.067844979423396e-06,4.111662873260652e-06,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,68,0.00000252302297421265413665422088816143048777085617669452796904789992157439745929053877627716364,2.5230229742126543e-06,1.4025507422026228e-183,2.5230229742126543e-06,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,69,0.00000163162206150283247210257506532807387429660567556900495664636063255772242234612263955186411,1.6316220615028325e-06,-2.3624777259333648e-182,1.6316220615028325e-06,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,0,1.0,1.0,7.470882163752704e-182,1.0,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,1,0.422500000000000000000000000000000000000000000000047677061321843521525756129393673116407966,0.4225,-8.043502036428798e-183,0.4225,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,2,0.17850625000000000000000000000000000000000002013794087290485297884687945526167012753114673,0.17850625,5.475449098108416e-182,0.17850625,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,3,0.649999999999999999999999999999999999999999999999999999776828791950208764577478239008097236,0.65,1.1772848310935141e-181,0.65,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,4,0.3,0.3,1.611382616256769e-182,0.3,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,5,0.3,0.3,-4.393074420657353e-182,0.3,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,6,0.0754188906250000000000000000000000000004186457299080986880817982478073129818052401535572043,0.075418890625,2.283000544273126e-183,0.075418890625,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,7,0.27462500000000000000000000000000000000000000001475362632867638709661604108265056332377379,0.274625,-9.145038829711105e-182,0.274625,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,8,0.08999999999999999999999999999999999999999999999999999999999999999998742478025929785664259,0.09,2.4585665633371105e-182,0.09,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,9,0.0318644812890625000000000000000000001692581854755032459237266159077299938870750115697571486,0.0318644812890625,-5.000739018689109e-183,0.0318644812890625,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,10,0.0899999999999999999999999999999999999999999999999999999999999999999992598778819879292336473,0.09,1.1015025108055538e-181,0.09,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,11,0.11602906250000000000000000000000000000000183851405021973390857751810790654072228017241643,0.1160290625,4.115888469799746e-182,0.1160290625,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,12,0.0270000000000000000000000000000000000000000000000064715699171940492411380074731506147673971,0.027,-8.662990419487771e-183,0.027,2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
