map_label,target_mode,N,M,map_name,eig_index,eig,eig_re,eig_im,eig_abs,gram_error,gram_error_float
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,34,0.00809999999812072702340985212711573050058882385258168823681067127496461965414566143937663559,0.008099999998120727,2.5451553307947096e-178,0.008099999998120727,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,35,0.00369720943514497647785651281426553604202028572844951060712690505552594842590468143704543441,0.0036972094351449764,-1.9896232973577176e-178,0.0036972094351449764,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,36,0.00242971921998951864124488866633759471093206923121412090783758307401536022637802482834046119,0.0024297192199895187,-6.163767868433237e-178,0.0024297192199895187,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,37,0.00157267321189299411015198264475158430158600984534032312855865208526694605601323888294839781,0.0015726732118929942,3.203489549081153e-177,0.0015726732118929942,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,38,(0.000936270904779240243993775761083967647252655793361750486957086766919010657891460423387814953 - 0.000277522249795863642557233867783735989842508318643550773133181284577258109096613520089736773j),0.0009362709047792403,-0.0002775222497958636,0.0009765356144390715,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,39,(0.000936270904779240243993775761083967647252655793361750486957086766919010657891460423387814953 + 0.000277522249795863642557233867783735989842508318643550773133181284577258109096613520089736773j),0.0009362709047792403,0.0002775222497958636,0.0009765356144390715,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,40,(0.000481056558661824273786830635982765138810007449375322703859298562361095003611261653874494846 - 0.000515175046329786341824766105687647056376530957114191098536807010739554562103444561060495293j),0.00048105655866182426,-0.0005151750463297863,0.0007048551205690817,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,41,(0.000481056558661824273786830635982765138810007449375322703859298562361095003611261653874494846 + 0.000515175046329786341824766105687647056376530957114191098536807010739554562103444561060495293j),0.00048105655866182426,0.0005151750463297863,0.0007048551205690817,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,42,(0.0000582855165279677046015043623255054451909360381333196243618709719183442575563884317327317845 - 0.000481347656465763015265806626913940957228775845300367666389607793870111539418258432033426078j),5.8285516527967705e-05,-0.000481347656465763,0.00048486365900324416,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,43,(0.0000582855165279677046015043623255054451909360381333196243618709719183442575563884317327317845 + 0.000481347656465763015265806626913940957228775845300367666389607793870111539418258432033426078j),5.8285516527967705e-05,0.000481347656465763,0.00048486365900324416,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,44,(-0.000189650761165871455317706777459766967331534488491198117351554932772709026742059425916160186 - 0.00026328431384160568330124216533753693551965507704118958631103497766166214910632173777309749j),-0.00018965076116587146,-0.00026328431384160567,0.00032447810577270007,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,45,(-0.000189650761165871455317706777459766967331534488491198117351554932772709026742059425916160186 + 0.00026328431384160568330124216533753693551965507704118958631103497766166214910632173777309749j),-0.00018965076116587146,0.00026328431384160567,0.00032447810577270007,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,46,-0.00023248214328773573814711678830214753690485070034387930931378720528452951549786625079131589,-0.00023248214328773574,-9.427146784013998e-182,0.00023248214328773574,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,47,-0.000152888913765964733345871981390535009639677874444185767566546506947697608791720766362257437,-0.00015288891376596473,-6.445667250862441e-182,0.00015288891376596473,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,48,(-0.0000461382341645274720645196398750556241368584649505978726437814492110652411265040137128487086 - 0.0000801986078329121128822332898318988064591396981299482987051990451712284127281520432040647444j),-4.6138234164527474e-05,-8.019860783291212e-05,9.252325842812715e-05,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,50,50,blaschke_mu_0p3,49,(-0.0000461382341645274720645196398750556241368584649505978726437814492110652411265040137128487086 + 0.0000801986078329121128822332898318988064591396981299482987051990451712284127281520432040647444j),-4.6138234164527474e-05,8.019860783291212e-05,9.252325842812715e-05,5.35023056997474261440439987175510679227200392858999669548585556978575971878518636054337186e-178,5.350230569974743e-178
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,0,1.0,1.0,-1.0561164001355252e-181,1.0,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,1,0.422499999999999999999999999999999999953958230468196309430480669277796634864360860300670012,0.4225,-1.2693839720437877e-181,0.4225,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,2,0.17850625000000000000000000000003393862283294902741480416630475600049799118556047128335685,0.17850625,-1.718568792130901e-182,0.17850625,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,3,0.649999999999999999999999999999999999999900483266334314002309680434220755123213611404319736,0.65,7.407335965103872e-182,0.65,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,4,0.299999999999999999999999999999999999999999999999999999999999999980790747941126665412738601,0.3,-1.2428151569157548e-181,0.3,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,5,0.0754188906250000000000000005239198867082721853278077024236931987494860560019918751959915925,0.075418890625,-7.934631833941551e-182,0.075418890625,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,6,0.300000000000000000000000000000000000000000000000000000000000000002971367014814440003036096,0.3,-1.6490836183148535e-181,0.3,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,7,0.0899999999999999999999999999999999999999992580851677921241983504834900726032861891362442216,0.09,1.3480120773326264e-181,0.09,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,8,0.274624999999999999999999999999999971384509767199392003517388904424070924018528420692760192,0.274625,-5.641912556083686e-183,0.274625,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,9,0.0318644812890625000000010113986567642448470361941282104514015156300309062783598985688354782,0.0318644812890625,-6.474769787280118e-184,0.0318644812890625,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,10,0.116029062500000000000000000001329619246783561353594135461821271001404325258547844236616128,0.1160290625,-6.223363023226366e-182,0.1160290625,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,11,0.0899999999999999999999999999999999999999999415922753147026258367057106023936287370189257841,0.09,1.398962601986457e-182,0.09,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,12,0.0134627433446289062503426091518859946716869008090281271295855317862456972348470352530083952,0.013462743344628906,1.8449362526646037e-184,0.013462743344628906,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,13,0.0270000000000000000000000000217957201997781845565122435196876038682312422168124871501232426,0.027,-3.3515076899216054e-182,0.027,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,14,0.0490222789062500000000000115638362182223345540924303859971277433585727479629172574859543221,0.04902227890625,-1.1350130755449089e-181,0.04902227890625,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,15,0.00568800906310570697374319748980448461890623484439371249400300061530628683087191199929826068,0.005688009063105707,1.5818741466630342e-182,0.005688009063105707,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,16,0.026999999999999999999999999997576912938939011015762569085178193645104234019837031473068235,0.027,-3.9825991199623793e-182,0.027,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,17,0.0081000000000000000359760889534940434771388481995378209695264727660253655857410892265587988,0.0081,-3.449955207188872e-182,0.0081,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,18,0.0207119128378906250000144903679416816166821321649126197602978526961592171101435018054121446,0.020711912837890624,-8.861965193390504e-182,0.020711912837890624,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,19,0.0024031838178201057895757241361270246970781928166127582452181745762808832988051376674597507,0.0024031838178201056,1.4886294114627104e-183,0.0024031838178201056,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,20,0.00243000000995434454404313261992242660602249669475904257259708897142185648140347638494187648,0.0024300000099543445,5.147340848591681e-182,0.0024300000099543445,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,21,0.00101534967239533158147021421734817713769097719398873333724223109053304404575817415767946193,0.0010153496723953315,4.034343229526471e-183,0.0010153496723953315,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,22,0.00875078317400878905882312853083622670075666395296103856716373501880339358541496152362710346,0.00875078317400879,-1.3614347002765274e-180,0.00875078317400879,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,23,0.00810000000000000002768399656900291185819935933134927592462012626721251753387559229773961707,0.0081,2.6441100887835294e-180,0.0081,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,24,0.00072888223322711562636728136635989210097909159743490193838815682440033180694348105044602037,0.0007288822332271156,-1.317520053465819e-181,0.0007288822332271156,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,25,0.000435879135479860787456281569879017312402167910972518887575811787829491501329031671921807102,0.0004358791354798608,4.007481555021111e-182,0.0004358791354798608,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,26,(0.000279798903508810146917022414718839206477612031065342429354648576216993118532957851220202652 - 0.0000913843528872951384295355448762805740962737203018777961115433308032323694426565796870241842j),0.00027979890350881013,-9.138435288729514e-05,0.0002943442310584023,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,27,(0.000279798903508810146917022414718839206477612031065342429354648576216993118532957851220202652 + 0.0000913843528872951384295355448762805740962737203018777961115433308032323694426565796870241842j),0.00027979890350881013,9.138435288729514e-05,0.0002943442310584023,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,28,(0.000140645376319936801344577532584829134306369481725845536558249365771941035038434649156579911 - 0.00015816530425147186729610319694096316576465077874657515801127463813225892592439449108058172j),0.0001406453763199368,-0.00015816530425147188,0.0002116539282629484,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,29,(0.000140645376319936801344577532584829134306369481725845536558249365771941035038434649156579911 + 0.00015816530425147186729610319694096316576465077874657515801127463813225892592439449108058172j),0.0001406453763199368,0.00015816530425147188,0.0002116539282629484,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,30,(0.0000181565037093356661209308317918273870207652355067507289693075456123412087831039281285389118 - 0.000145391230834539144327639802148252559851762557327198269009561393853463496174650123034505578j),1.8156503709335666e-05,-0.00014539123083453915,0.00014652053996122647,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,31,(0.0000181565037093356661209308317918273870207652355067507289693075456123412087831039281285389118 + 0.000145391230834539144327639802148252559851762557327198269009561393853463496174650123034505578j),1.8156503709335666e-05,0.00014539123083453915,0.00014652053996122647,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,32,(-0.0000533711071384597003710547949676911355344171998917640270097995883733456643790949648943235733 - 0.0000836485465644764720801372792517260004679972881395079199603555893795070839729453485526620627j),-5.33711071384597e-05,-8.364854656447647e-05,9.922476716795224e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,33,(-0.0000533711071384597003710547949676911355344171998917640270097995883733456643790949648943235733 + 0.0000836485465644764720801372792517260004679972881395079199603555893795070839729453485526620627j),-5.33711071384597e-05,8.364854656447647e-05,9.922476716795224e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,34,(-0.0000606270607723660625497622616500988056792828247621114407288143428652506427853732216595593118 - 0.0000104806702998265115411072721480989742546805135949886687818191267930641342663834128257214695j),-6.062706077236606e-05,-1.0480670299826511e-05,6.152629476760187e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,35,(-0.0000606270607723660625497622616500988056792828247621114407288143428652506427853732216595593118 + 0.0000104806702998265115411072721480989742546805135949886687818191267930641342663834128257214695j),-6.062706077236606e-05,1.0480670299826511e-05,6.152629476760187e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,36,(-0.0000244236375817890401775553722150617665603721755555180766421569288928706777155132943327736705 - 0.0000183973680298302961023142160292719540803212383645742151033160841299299658257478992249022424j),-2.442363758178904e-05,-1.8397368029830295e-05,3.057739725927633e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,37,(-0.0000244236375817890401775553722150617665603721755555180766421569288928706777155132943327736705 + 0.0000183973680298302961023142160292719540803212383645742151033160841299299658257478992249022424j),-2.442363758178904e-05,1.8397368029830295e-05,3.057739725927633e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,38,(0.00000560993215524290362547137227202100202413525153708648640582175093555868262492196359089113861 - 0.0000153031556735069135029117058087984379411816822693912158697388915291880023077049878442823818j),5.609932155242904e-06,-1.5303155673506914e-05,1.629901568666081e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,39,(0.00000560993215524290362547137227202100202413525153708648640582175093555868262492196359089113861 + 0.0000153031556735069135029117058087984379411816822693912158697388915291880023077049878442823818j),5.609932155242904e-06,1.5303155673506914e-05,1.629901568666081e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,40,0.00369720589101822698274060608909251680345804375817196409623419938564870990754134214664976888,0.003697205891018227,-5.820081366436431e-179,0.003697205891018227,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,41,0.00243000000011774879324584335363977727459541371994135378178584550004227871800815057819101798,0.002430000000117749,4.563175144976246e-178,0.002430000000117749,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,42,0.00156206947443539850707250411230087334251301487147252281567459247118937959702638999602899828,0.0015620694744353984,-1.6889913451544533e-177,0.0015620694744353984,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,43,0.000729115041731254216934719707431878519977881342597577518196462116891595964012763354034872035,0.0007291150417312542,4.342180952443838e-176,0.0007291150417312542,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,44,0.000659688364757371736654714800527198872343566331531198497728482987529071916362757303417639612,0.0006596883647573717,-5.3073273079424686e-176,0.0006596883647573717,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,45,0.000319430239925566496743835960008344896324985453801225370277326555077639715433496623916322902,0.0003194302399255665,2.948179825881169e-176,0.0003194302399255665,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,46,(0.000239476150714204979862238571617032183453211814468810346662617910756309275911609946538307582 - 0.000101251994223959855989519334511228967404387423900110835577377206749466652313785881801452601j),0.00023947615071420497,-0.00010125199422395986,0.0002600015251786447,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,47,(0.000239476150714204979862238571617032183453211814468810346662617910756309275911609946538307582 + 0.000101251994223959855989519334511228967404387423900110835577377206749466652313785881801452601j),0.00023947615071420497,0.00010125199422395986,0.0002600015251786447,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,48,(0.00010939447677839359195369805388846943889063459260754230338573011264405730874400278738907229 - 0.000146239338767224840200395435505596168853711124630853211834353395800466605516019430136351705j),0.0001093944767783936,-0.00014623933876722485,0.00018262829942999976,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,49,(0.00010939447677839359195369805388846943889063459260754230338573011264405730874400278738907229 + 0.000146239338767224840200395435505596168853711124630853211834353395800466605516019430136351705j),0.0001093944767783936,0.00014623933876722485,0.00018262829942999976,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,50,(0.00000386976168820645463690289325260589238057332061059947616366054465068833858420122498079733916 - 0.000126368897417161208720195303615006585198829912260332402583871455949846422763792013434715724j),3.869761688206455e-06,-0.00012636889741716122,0.0001264281348828358,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,51,(0.00000386976168820645463690289325260589238057332061059947616366054465068833858420122498079733916 + 0.000126368897417161208720195303615006585198829912260332402583871455949846422763792013434715724j),3.869761688206455e-06,0.00012636889741716122,0.0001264281348828358,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,52,(-0.0000530244169714674607242298570225487005898576739000161468188703916646048562046982215006011225 - 0.0000670809781839830155922966536420461041134022309625393572791896225216412056940016501166676733j),-5.302441697146746e-05,-6.708097818398302e-05,8.550699637622673e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,53,(-0.0000530244169714674607242298570225487005898576739000161468188703916646048562046982215006011225 + 0.0000670809781839830155922966536420461041134022309625393572791896225216412056940016501166676733j),-5.302441697146746e-05,6.708097818398302e-05,8.550699637622673e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,54,-0.0000600557512792105816176993377953584412971244724204623427811693908241240706271910240385473433,-6.005575127921058e-05,2.0669177407328944e-182,6.005575127921058e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,55,-0.0000436338509691553762873896209449396293800511845457808912023943902105890188992618748950886165,-4.363385096915538e-05,1.018655797131634e-181,4.363385096915538e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,56,(-0.0000189013066680510915577992022466462499910421330162034245530768976705048349988445889127752877 - 0.0000181324830810276276819479958184088613584724049974910005960694791183107826689046286740967536j),-1.8901306668051092e-05,-1.813248308102763e-05,2.619248625929707e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,57,(-0.0000189013066680510915577992022466462499910421330162034245530768976705048349988445889127752877 + 0.0000181324830810276276819479958184088613584724049974910005960694791183107826689046286740967536j),-1.8901306668051092e-05,1.813248308102763e-05,2.619248625929707e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,58,(0.00000648872744381758529897255804436578215865841759077973198366871281270458704392746141994746132 - 0.0000122503702805702012604112944497289367619940452278565851599502959237917647748056697596430978j),6.488727443817585e-06,-1.22503702805702e-05,1.3862725412098053e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,59,(0.00000648872744381758529897255804436578215865841759077973198366871281270458704392746141994746132 + 0.0000122503702805702012604112944497289367619940452278565851599502959237917647748056697596430978j),6.488727443817585e-06,1.22503702805702e-05,1.3862725412098053e-05,1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,0,1.0,1.0,-1.2396494155722845e-181,1.0,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,1,0.422500000000000000000000000000000000000000072561295508898458280803569761530826847247353655,0.4225,6.381903253209369e-182,0.4225,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,2,0.17850625000000000000000000000000000003248628001075647079181506245663919209794351228879407,0.17850625,-8.651819587199233e-183,0.17850625,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,3,0.649999999999999999999999999999999999999999999985253856055359175079140687415993590270004201,0.65,-1.507140993624946e-181,0.65,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,4,0.300000000000000000000000000000000000000000000000000000000000000000000000000000002294289237,0.3,4.95243805059731e-182,0.3,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,5,0.299999999999999999999999999999999999999999999999999999999999999999999999999999999695119577,0.3,-1.9833529202222714e-182,0.3,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,6,0.0754188906250000000000000000000005927433865723466834874783573854212650916321700945904678909,0.075418890625,-4.935312821055012e-183,0.075418890625,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,7,0.274625000000000000000000000000000000000011897655676223957307054531257552651861097088836229,0.274625,-1.0766462134676321e-181,0.274625,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,8,0.0318644812890625000000000000012421822976938513356210697009525278452628660067398898074428077,0.0318644812890625,2.30696959164313e-182,0.0318644812890625,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,9,0.0900000000000000000000000000000000000000000000000000002178794720454082895448768010624240038,0.09,1.3561103448966024e-182,0.09,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,10,0.116029062500000000000000000000000002078953193311442560496621531999824277009861878147070467,0.1160290625,-2.043289370804942e-182,0.1160290625,1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
