branch,branch_radius_max,branch_phi_max,branch_q_gap,certified_q_gap
1,2.2926584027370747,2.3627584199900658,0.9268247506259253,0.927
2,2.2926584027370747,2.3627584199900658,0.9268247506259253,0.927
