N,r,rho,r_tau,kappa_hat,kappa_diag,lambda_max_cert,lambda_min_cert,norm_T_frob_cert,norm_B0_frob_cert,residual_delta_cert,transport_certified,transport_method,transport_process_workers,transport_row_blocks,arb_dps,inverse_backend,inverse_blas_runtime_evidence,configuration_digest,geometry_configuration_digest,producer_schema,inverse_witness_sha256,inverse_witness_path,coordinate_orientation
600,2.473669807791324109321273260,2.725,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,6.04202342448072018237207036900000000000000000000000000000000000000000000000000000E+2,1.2530528397052667,1.93000543617319454119806479000000000000000000000000000000000000000000000000000000E+2,5.28681024515407293519732012900000000000000000000000000000000000000000000000000000E-4,1.38924635546514734817558788300000000000000000000000000000000000000000000000000000E+1,4.34913750229539526498228297900000000000000000000000000000000000000000000000000000E+1,8.01075468784560494134342361900000000000000000000000000000000000000000000000000000E-15,True,process-block upper-triangular Arb inverse-residual Frobenius certificate,24,24,116,numpy binary64 witness with Arb residual,"{""inside"":{""expected_threads"":24,""runtime"":{""architecture"":""Haswell"",""internal_api"":""openblas"",""num_threads"":24,""threading_layer"":""pthreads"",""user_api"":""blas"",""version"":""0.3.30""},""stage"":""scoped-midpoint-inverse""},""operation"":""numpy.linalg.inv(midpoint)"",""outer_after"":{""expected_threads"":1,""runtime"":{""architecture"":""Haswell"",""internal_api"":""openblas"",""num_threads"":1,""threading_layer"":""pthreads"",""user_api"":""blas"",""version"":""0.3.30""},""stage"":""outer-after-inverse""},""outer_before"":{""expected_threads"":1,""runtime"":{""architecture"":""Haswell"",""internal_api"":""openblas"",""num_threads"":1,""threading_layer"":""pthreads"",""user_api"":""blas"",""version"":""0.3.30""},""stage"":""outer-before-inverse""},""outer_threads"":1,""portable_fields_only"":true,""schema"":""numerics1-scoped-openblas-runtime-v1"",""scope_threads"":24}",91b18acaab5771de6ffa6a008a2cf202b7ff30930a87a49776dfee797d946bcb,1f375f3ebbce49a3f49d0fc969019fca7e15e14819be7275e2212bb07a7cf4dd,phase2-transport-v2,90de31fdc3624d759220c89aae69fdb8e5949faf961da6aac3e5b31dc07caa30,/tmp/blaschke-certificate-replay.GvdxMDB2/blaschke_deformation_certifier_reproducibility/Numerics/outputs/blaschke_deformation_certifier/data/branch_image_balanced_candidate_transport_inverse_witness_N600.npz,"c to y=D_r,N c to d=T_N(r)y"
