map_label,N,M,rho,precision_bits,C_GL_safe_u,C_GL_core_D_M_1_l,C_GL_core_D_M_1_u,D_safe_u,output_schema_version,output_leakage_count,B_out_interval_u,B_mat_unstar_D_M_1_diagnostic_u,B_mat_unstar_safe_u,kappa_Bmat_unstar_D_M_1_diagnostic_u,kappa_Bmat_unstar_safe_u,epsilon_safe_u,finite_M_prefactor_certified,status
blaschke_mu_0p3,600,610,2.45,192,13.517241379310347,3.7323580627422177,3.7323580627422186,3.6216357466461933,2,1,1.8172892061926346e-20,3.8439243553977042e-31,1.3921293852912251e-30,2.3308399459463055e-28,8.441453267950022e-28,1.1641169413997096e-17,True,unconditional wide-row finite-M prefactor certificate
