schema,map_label,N,M,rho,r,mu,precision_bits,flint_threads,guard_digits,diagnostic_resolution,available_decimal_digits,pure_scaling_decimal_span,transport_cancellation_span_count,transport_cancellation_decimal_budget,diagnostic_resolution_digits,required_decimal_digits,precision_margin_digits,precision_budget_pass,gauss_nodes_disjoint,gauss_weight_sum_contains_two,branch_values_certified,branch_weights_positive,branch_ordering_certified,legendre_recurrence_certified,connection_inverse_certified,all_matrix_products_certified,maximum_gauss_node_radius_upper,maximum_branch_radius_upper,minimum_gauss_weight_lower,assembly_seconds,eta_A_upper,eta_A_upper_text,norm_one_upper,norm_infinity_upper,frobenius_upper,midpoint_sha256,entry_count,reference_is_exact_dyadic,binary64_midpoint_is_diagnostic_only,mathematical_block_enclosed,matrix_enclosure_certified,precision_budget_enforced,spectral_use_ready,source_hashes,payload_sha256,payload_path,midpoint_path,summary_path,report_path,elapsed_seconds,status
blaschke-deformation-exact-dyadic-hardy-reference-v2,blaschke_mu_0p3,600,610,2.725,2.473669807791324109321273260,0.3,2048,24,30,1e-20,616.5094311198335,235.61169527988466,2,471.2233905597693,20.0,521.2233905597693,95.28604056006418,True,True,True,True,True,True,True,True,True,5e-324,5e-324,1.991021315204707e-05,10.752088069915771,3.38762223735399e-154,3.38762223735398967758227303602240582696316406953557538672249702107121173253281701488280060866369686754499255605274281641e-154,2.622174795585818e-154,4.376513893098958e-154,2.4211175108437733e-154,9ad3ecdb198dcf7b2148f67cd1c7b23644f5026c012798a16a7f5b9f7835cc6c,360000,True,True,True,True,True,True,"{""blaschke_deformation_spectral_certification.py"": ""c0788babd8d1fca83b90c5ba81b7ceb827d3da29c6e9264d16fb389dc8295833""}",2f8bca1ec44b5a238188bfbe7051bcc458e9e65c5febf369b5d8179be8a95d34,/tmp/blaschke-certificate-replay.GvdxMDB2/blaschke_deformation_certifier_reproducibility/Numerics/outputs/blaschke_deformation_certifier/data/blaschke_deformation_balanced_hardy_reference_N600_M610_bits2048.pkl.gz,/tmp/blaschke-certificate-replay.GvdxMDB2/blaschke_deformation_certifier_reproducibility/Numerics/outputs/blaschke_deformation_certifier/data/blaschke_deformation_balanced_hardy_reference_N600_M610_bits2048_diagnostic_midpoint.npz,/tmp/blaschke-certificate-replay.GvdxMDB2/blaschke_deformation_certifier_reproducibility/Numerics/outputs/blaschke_deformation_certifier/data/blaschke_deformation_balanced_hardy_reference_N600_M610_bits2048_certificate.csv,/tmp/blaschke-certificate-replay.GvdxMDB2/blaschke_deformation_certifier_reproducibility/Numerics/outputs/blaschke_deformation_certifier/reports/blaschke_deformation_balanced_hardy_reference_N600_M610_bits2048_certificate.json,12.939844131469727,interval-certified mathematical Hardy block with exact-dyadic midpoint
