N,M,rho,r,r_tau,q_out,q_gap,q_star,Phi,Phi_star,B_out_X,C_resp_coherent_packet_cert_u,C_resp_scaled_legendre_cert_u,C_resp_whole_ellipse_fallback_u,C_resp_selected_cert_u,response_prefactor_selection,response_prefix_terms,response_boundary_cells,B_in_X,Bmat,kappa_hat,kappa_Bmat,epsilon_X,epsilon_X_triangle_check,branch_data_certified,output_tail_certified,input_tail_certified,transport_certified,collocation_matrix_certified,schur_matrix_certified,finite_M_prefactor_certified,total_certified
600,610,2.725,2.473669807791324,2.2930919118225574,0.9077687368041556,0.927,0.927,,,2.8540338522337406e-23,2.12513094458366,357.6580646142038,12.948435637965657,2.12513094458366,"cellwise minimum of coherent packet, scaled Legendre, and whole-ellipse fallback certificates",24,65536,3.3264421486719304e-20,1.799475128501981e-31,604.202342448072,1.0872470878179423e-28,3.326443383901743e-20,3.329296193396635e-20,True,True,True,True,True,True,True,True
