label,N,M,m,rho,r,r_tau_interval_u,q_out,q_gap,q_star,two_B_out_star_interval_u,B_in_branch_image_interval_u,tail_floor_interval_u,input_over_output,B_mat_star_arb_u,B_mat_unstar_arb_u,kappa_hat_transport_cert,kappa_diag,kappa_Bmat_star,kappa_Bmat_unstar,epsilon_star_candidate,epsilon_with_unstar_matrix_candidate,lambda_min_cert,lambda_max_cert,residual_delta_cert,norm_T_frob_cert,norm_B0_frob_cert,max_abs_mu_cos_u,acos_unit_disk_margin_l,min_abs_1_minus_y2_l,basic_singularity_margin,analytic_branch_sufficient,branch_image_in_Er_sufficient,admissible_chain_sufficient,transport_certified,matrix_certificate_arb,tail_components_interval,status,configuration_digest,geometry_configuration_digest,transport_configuration_digest,producer_schema,finite_M_certified,D_M_route
branch-image balanced high-cell candidate N=600,600,610,10,2.725,2.47366980779132410932127326000000000000000000000000000000000000000000000000000000E+0,2.29309191182255744934082031200000000000000000000000000000000000000000000000000000E+0,9.07768736804155636448173673400000000000000000000000000000000000000000000000000000E-1,0.927,9.27000000000000000000000000000000000000000000000000000000000000000000000000000000E-1,4.71680038217958844942366491200000000000000000000000000000000000000000000000000000E-20,3.52279983991245203840646592600000000000000000000000000000000000000000000000000000E-20,8.23960022209204048783013083800000000000000000000000000000000000000000000000000000E-20,7.46862185057023728984871159200000000000000000000000000000000000000000000000000000E-1,5.13578079638358125060042775300000000000000000000000000000000000000000000000000000E-32,5.19938988077816327952912090900000000000000000000000000000000000000000000000000000E-32,6.04202342448072018237207036900000000000000000000000000000000000000000000000000000E+2,1.2530528397052667,3.10305078747478458861954905300000000000000000000000000000000000000000000000000000E-29,3.14148354526696815343227840900000000000000000000000000000000000000000000000000000E-29,8.23960022519509127530491542700000000000000000000000000000000000000000000000000000E-20,8.23960022523352403309709899100000000000000000000000000000000000000000000000000000E-20,5.28681024515407293519732012900000000000000000000000000000000000000000000000000000E-4,1.93000543617319454119806479000000000000000000000000000000000000000000000000000000E+2,8.01075468784560494134342361900000000000000000000000000000000000000000000000000000E-15,1.38924635546514734817558788300000000000000000000000000000000000000000000000000000E+1,4.34913750229539526498228297900000000000000000000000000000000000000000000000000000E+1,9.79412461173394977009820650000000000000000000000000000000000000000000000000000000E-1,2.05875388266050229901793500000000000000000000000000000000000000000000000000000000E-2,4.07502769376151263713836669900000000000000000000000000000000000000000000000000000E-2,2.45216588710858773343322754700000000000000000000000000000000000000000000000000000E-2,True,True,True,True,True,True,balanced candidate theorem row after branch-image refinement,ff29a605146bf6393120e6f8fdfb84f90a92a695500c2fe43fb9bfb6b71707c2,8bd24292d75f65571d0f5b8027c16c6d6eb43f0f9ba0cd1d8e361074f8baf66c,17afab09f212f9da53ddbbc24af34faf2699760f25e745cc80feac39f7eb6cf2,phase2-matrix-v1,False,raw D_M equals one diagnostic; blaschke_deformation_phase2_finite_m.py applies the safe finite-M prefactor through Cell 24A
