N,r,rho,r_tau,kappa_hat,kappa_diag,lambda_max_cert,lambda_min_cert,norm_T_frob_cert,norm_B0_frob_cert,residual_delta_cert,transport_certified,transport_method,transport_process_workers,transport_row_blocks,arb_dps,inverse_backend,configuration_digest,geometry_configuration_digest,producer_schema,inverse_witness_sha256,inverse_witness_path,coordinate_orientation
600,1.51204245190031156175015754300000000000000000000000000000000000000000000000000000E+0,1.5999,1.46214505098760128021240234400000000000000000000000000000000000000000000000000000E+0,6.31070697041065609706294060500000000000000000000000000000000000000000000000000000E+2,1.2530528397052667,2.02159020796451496972234280300000000000000000000000000000000000000000000000000000E+2,5.07618096052710978195682701300000000000000000000000000000000000000000000000000000E-4,1.42182636350734296325076155600000000000000000000000000000000000000000000000000000E+1,4.43845122891337764905431494000000000000000000000000000000000000000000000000000000E+1,8.06780316295815939798986341000000000000000000000000000000000000000000000000000000E-15,True,process-block upper-triangular Arb inverse-residual Frobenius certificate,24,24,116,numpy binary64 witness with Arb residual,caa2de57666857e1fda2275d93e35dad082bae65182c1b33095a1963eae98b11,d74cad2865514b372115237075e136781a02136bf7470e2d572a30a3dccb0f85,phase2-transport-v2,668d98df9a3fedf5b3ce7268deb7e3ec3b41bf505ed9d5565c99b4428ae225e6,outputs/blaschke_deformation_certifier/data/historical_comparison_internal/branch_image_balanced_candidate_transport_inverse_witness_N600.npz,"c to y=D_r,N c to d=T_N(r)y"
